,,,,,,,,Hôtels classés en 2012,Hôtels classés sans étoile en 2012,Hôtels classés 1 étoile en 2012,Hôtels classés 2 étoiles en 2012,Hôtels classés 3 étoiles en 2012,Hôtels classés 4 étoiles ou plus en 2012,Chambres dans hôtels classés en 2012,Chambres dans hôtels classés sans étoile en 2012,Chambres dans hôtels classés 1 étoile en 2012, Chambres dans hôtels classés 2 étoiles en 2012,Chambres dans hôtels classés 3 étoiles en 2012,Chambres hôtels classés 4 étoiles ou plus en 2012,Hôtels classés en 2008,Hôtels classés sans étoile en 2008,Hôtels classés 1 étoile en 2008,Hôtels classés 2 étoiles en 2008,Hôtels classés 3 étoiles en 2008,Hôtels classés 4 étoiles ou plus en 2008,Chambres dans hôtels classés en 2008,Chambres dans hôtels classés sans étoile en 2008,Chambres dans hôtels classés 1 étoile en 2008,Chambres dans hôtels classés 2 étoiles en 2008,Chambres dans hôtels classés 3 étoiles en 2008,Chambres hôtels classés 4 étoiles ou plus en 2008,Campings classés en 2012,Campings classés 1 étoile en 2012,Campings classés 2 étoiles en 2012,Campings classés 3 étoiles en 2012,Campings classés 4 étoiles en 2012,Emplacements de camping en 2012,Emplacements camping classés 1 étoile en 2012,Emplacements camping classés 2 étoiles en 2012,Emplacements camping classés 3 étoiles en 2012,Emplacements camping 4 étoiles en 2012,Campings classés en 2008,Campings classés 1 étoile en 2008,Campings classés 2 étoiles en 2008,Campings classés 3 étoiles en 2008,Campings classés 4 étoiles en 2008,Emplacements de camping en 2008,Emplacements camping classés 1 étoile en 2008,Emplacements camping classés 2 étoiles en 2008,Emplacements camping classés 3 étoiles en 2008,Emplacements camping 4 étoiles en 2008,Résidences secondaires en 2009  (princ),Rés secondaires 1 pièce en 2009  (princ),Rés secondaires 2 pièces en 2009  (princ),Rés secondaires 3 pièces en 2009  (princ),Rés secondaires 4 pièces en 2009  (princ),Rés secondaires 5 pièces ou plus en 2009  (princ),Logements en 2009  (princ),Rés secondaires 1 seul logement en 2009  (princ),Rés secondaires 2 logements ou plus en 2009  (princ),Rés secondaires autres (mobil-home…) en 2009  (princ)
33381,72,33,332,3323,7204,243301439,Saint-Caprais-de-Bordeaux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,8,2,1107,10,0,0
33382,72,33,331,3344,7204,243301181,Saint-Christoly-de-Blaye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,95,0,0,95,0,1,0,0,1,0,95,0,0,95,0,39,0,5,8,11,16,885,36,1,2
33383,72,33,334,3329,7206,243301421,Saint-Christoly-Medoc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1,2,9,13,28,226,50,0,3
33384,72,33,335,3331,7205,243301256,Saint-Christophe-des-Bardes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,2,2,251,7,0,0
33385,72,33,335,3322,7205,200027068,Saint-Christophe-de-Double,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,39,0,39,0,0,30,0,0,12,0,18,340,30,0,0
33386,72,33,335,3331,7205,ZZZZZZZZZ,Saint-Cibard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,105,5,0,0
33387,72,33,335,3326,7204,200027068,Saint-Ciers-d'Abzac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,14,0,3,475,17,0,0
33388,72,33,331,3315,7204,243300894,Saint-Ciers-de-Canesse,1,0,0,0,1,0,9,0,0,0,9,0,1,0,0,0,1,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,3,5,8,364,19,0,0
33389,72,33,331,3340,7204,243300811,Saint-Ciers-sur-Gironde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,5,3,8,14,10,1567,41,0,0
33390,72,33,335,3321,7205,243301454,Sainte-Colombe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,6,4,190,11,0,0
33391,72,33,333,3304,7204,243301272,Saint-Come,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,3,131,5,0,0
33392,72,33,333,3317,7204,243301470,Sainte-Croix-du-Mont,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,4,6,400,12,1,0
33393,72,33,335,3326,7205,200027068,Saint-Denis-de-Pile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,1,3,6,13,2098,22,3,0
33394,72,33,335,3330,7205,243301256,Saint-Emilion,6,0,0,2,2,2,176,0,0,65,44,67,6,0,0,2,2,2,174,0,0,67,44,63,1,0,0,1,0,175,0,0,175,0,1,0,0,1,0,160,0,0,160,0,16,0,2,1,3,10,1088,16,0,0
33395,72,33,334,3333,7206,243300837,Saint-Estephe,1,0,0,0,1,0,10,0,0,0,10,0,1,0,0,0,1,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,3,2,13,911,19,0,0
33396,72,33,335,3321,7205,243301256,Saint-Etienne-de-Lisse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,160,6,0,0
33397,72,33,332,3319,7204,243301249,Sainte-Eulalie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,4,1852,6,0,0
33398,72,33,333,3338,7204,243301512,Saint-Exupery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,66,4,0,0
33399,72,33,333,3347,7204,243301124,Saint-Felix-de-Foncaude,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,3,2,0,131,5,0,0
33400,72,33,333,3334,7204,243301116,Saint-Ferme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,4,7,8,192,19,0,0
33401,72,33,335,3337,7204,243301454,Sainte-Florence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,59,3,0,0
33402,72,33,335,3341,7201,243301371,Sainte-Foy-la-Grande,1,0,0,1,0,0,17,0,0,17,0,0,1,0,0,1,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,4,8,3,18,14,1797,36,11,0
33403,72,33,333,3343,7204,243301462,Sainte-Foy-la-Longue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,61,2,0,0
33404,72,33,333,3332,7204,243301546,Sainte-Gemme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,2,12,1,104,14,0,0
33405,72,33,331,3307,7204,200023794,Saint-Genes-de-Blaye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,2,2,216,6,0,0
33406,72,33,335,3321,7205,ZZZZZZZZZ,Saint-Genes-de-Castillon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,5,3,182,9,0,0
33407,72,33,335,3324,7204,243301397,Saint-Genes-de-Fronsac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,270,4,0,0
33408,72,33,332,3323,7204,243301215,Saint-Genes-de-Lombaud,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,125,3,0,0
33409,72,33,333,3348,7204,243301298,Saint-Genis-du-Bois,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,44,1,0,0
33411,72,33,333,3343,7204,243301462,Saint-Germain-de-Grave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,7,2,2,74,10,0,0
33412,72,33,334,3329,7206,243301421,Saint-Germain-d'Esteuil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,3,1,16,30,17,597,59,6,0
33413,72,33,335,3316,7204,243301322,Saint-Germain-du-Puch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,844,2,0,0
33414,72,33,335,3324,7204,243301397,Saint-Germain-de-la-Riviere,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,157,5,0,0
33415,72,33,331,3339,7204,243301223,Saint-Gervais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,652,3,0,0
33416,72,33,331,3344,7204,243301181,Saint-Girons-d'Aiguevives,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,12,4,418,15,1,0
33417,72,33,334,3320,7204,243301389,Sainte-Helene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,7,4,1,1025,13,0,0
33418,72,33,333,3338,7204,243301512,Saint-Hilaire-de-la-Noaille,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,6,160,7,1,0
33419,72,33,333,3347,7204,243301124,Saint-Hilaire-du-Bois,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,41,2,0,0
33420,72,33,335,3321,7205,243301256,Saint-Hippolyte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,86,3,0,0
33421,72,33,335,3337,7204,243301454,Saint-Jean-de-Blaignac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,184,12,0,0
33422,72,33,332,3361,7204,ZZZZZZZZZ,Saint-Jean-d'Illac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,16,0,130,5,0,2544,114,37,0
33423,72,33,334,3333,7206,243300837,Saint-Julien-Beychevelle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,2,2,3,393,8,0,0
33424,72,33,334,3342,7206,243300837,Saint-Laurent-Medoc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,73,0,0,73,0,1,0,0,1,0,70,0,0,70,0,55,1,0,1,19,34,1834,54,1,0
33425,72,33,331,3339,7204,243301223,Saint-Laurent-d'Arce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,554,7,0,0
33426,72,33,335,3321,7205,243301256,Saint-Laurent-des-Combes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,2,2,191,7,0,0
33427,72,33,333,3343,7204,243301462,Saint-Laurent-du-Bois,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,108,5,0,0
33428,72,33,333,3343,7204,243301462,Saint-Laurent-du-Plan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,39,2,0,0
33429,72,33,333,3345,7204,243301306,Saint-Leger-de-Balson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,3,5,5,4,146,18,0,0
33431,72,33,332,3323,7204,243301215,Saint-Leon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,2,1,2,136,6,0,0
33432,72,33,333,3328,7204,243301488,Saint-Loubert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,77,2,0,0
33433,72,33,332,3319,7204,243301249,Saint-Loubes,2,0,0,2,0,0,12,0,0,12,0,0,2,0,0,2,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,2,2,3259,8,0,0
33434,72,33,332,3360,7204,243300316,Saint-Louis-de-Montferrand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,2,2,793,7,0,0
33435,72,33,333,3343,7204,243301462,Saint-Macaire,1,0,0,0,1,0,12,0,0,0,12,0,1,0,0,0,1,0,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,2,5,10,17,1004,34,0,0
33436,72,33,336,3305,7204,243301405,Saint-Magne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,6,7,410,14,1,0
33437,72,33,335,3321,7205,243301454,Saint-Magne-de-Castillon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,8,882,11,0,0
33438,72,33,333,3343,7204,243301462,Saint-Maixant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,4,1,5,661,12,0,0
33439,72,33,331,3344,7204,243301181,Saint-Mariens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,4,4,0,600,11,0,0
33440,72,33,333,3343,7204,243301462,Saint-Martial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,89,2,0,0
33441,72,33,331,3307,7204,200023794,Saint-Martin-Lacaussade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,3,4,550,8,0,0
33442,72,33,335,3326,7205,200027068,Saint-Martin-de-Laye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,7,220,9,0,0
33443,72,33,333,3347,7204,243301124,Saint-Martin-de-Lerm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,6,74,7,0,0
33444,72,33,333,3343,7204,243301462,Saint-Martin-de-Sescas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,2,1,2,235,7,0,0
33445,72,33,335,3326,7205,200027068,Saint-Martin-du-Bois,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,3,338,4,1,0
33446,72,33,333,3347,7204,243301124,Saint-Martin-du-Puy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,99,11,0,0
33447,72,33,335,3322,7205,200027068,Saint-Medard-de-Guizieres,1,0,0,1,0,0,14,0,0,14,0,0,1,0,0,1,0,0,14,0,0,14,0,0,1,1,0,0,0,30,30,0,0,0,1,1,0,0,0,30,30,0,0,0,48,0,2,30,12,4,1190,48,0,0
33448,72,33,332,3327,7204,243301264,Saint-Medard-d'Eyrans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1062,2,0,0
33449,72,33,332,3363,7204,243300316,Saint-Medard-en-Jalles,2,0,1,1,0,0,37,0,11,26,0,0,3,0,1,1,1,0,77,0,11,26,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,1,1,9,24,23,11263,45,12,1
33450,72,33,333,3318,7204,243301231,Saint-Michel-de-Castelnau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,32,145,31,1,0
33451,72,33,335,3324,7205,243301397,Saint-Michel-de-Fronsac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,4,235,8,0,0
33452,72,33,333,3336,7204,243301538,Saint-Michel-de-Rieufret,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,4,223,5,0,0
33453,72,33,333,3338,7210,243301512,Saint-Michel-de-Lapujade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,6,6,97,11,0,0
33454,72,33,332,3327,7204,243301264,Saint-Morillon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,5,0,6,578,11,0,0
33456,72,33,331,3340,7204,243300811,Saint-Palais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,20,0,8,3,5,4,227,20,0,0
33457,72,33,333,3328,7204,243301488,Saint-Pardon-de-Conques,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,214,4,0,0
33458,72,33,331,3307,7204,200023794,Saint-Paul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,5,10,1,434,16,0,0
33459,72,33,335,3321,7205,243301256,Saint-Pey-d'Armens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,139,2,0,0
33460,72,33,335,3337,7204,243301454,Saint-Pey-de-Castets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,2,19,0,295,21,0,0
33461,72,33,335,3321,7205,ZZZZZZZZZ,Saint-Philippe-d'Aiguille,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,1,4,6,9,207,21,0,0
33462,72,33,335,3341,7201,243301371,Saint-Philippe-du-Seignal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,2,2,3,208,7,0,0
33463,72,33,333,3343,7204,243301462,Saint-Pierre-d'Aurillac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,5,4,2,627,11,0,0
33464,72,33,333,3348,7204,243301298,Saint-Pierre-de-Bat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,0,147,15,0,0
33465,72,33,333,3328,7204,243301488,Saint-Pierre-de-Mons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,421,7,0,0
33466,72,33,335,3316,7204,243300795,Saint-Quentin-de-Baron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,5,2,5,889,14,0,0
33467,72,33,335,3341,7201,243301371,Saint-Quentin-de-Caplong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,2,1,14,24,170,41,0,0
33468,72,33,335,3337,7205,243301454,Sainte-Radegonde,1,0,0,0,1,0,16,0,0,0,16,0,1,0,0,0,1,0,16,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,217,5,0,0
33470,72,33,335,3324,7204,243301397,Saint-Romain-la-Virvee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,2,2,340,8,0,0
33471,72,33,334,3333,7206,243300837,Saint-Sauveur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,3,5,6,8,555,22,0,0
33472,72,33,335,3331,7205,ZZZZZZZZZ,Saint-Sauveur-de-Puynormand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,152,3,0,0
33473,72,33,331,3344,7204,243301181,Saint-Savin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,2,9,0,18,1214,29,0,0
33474,72,33,332,3327,7204,243301264,Saint-Selve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,1,758,4,0,0
33475,72,33,331,3315,7204,243300894,Saint-Seurin-de-Bourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,4,0,162,7,0,0
