SAISON,COMMUNE,NOM_DU_TIERS,NOM_EMS,MT_TARIF_ANNUEL,NB_SEMAINES_FONCTIONNEMENT_ANNUEL,NB_JEUNE_INSCRIT,NB_FILLES_INSCRITES,NB_PLAQUETTE_CG33,NB_JEUNES_6_7_ans,NB_JEUNES_8_9_ans,NB_JEUNES_10_11_ans
2011/2012,BRUGES,COMMUNE DE BRUGES,Bruges Centre,0,0,0,0,0,0,0,0
2011/2012,BRUGES,COMMUNE DE BRUGES,EMS BRUGES Centre,0,30,50,18,0,31,5,14
2011/2012,BRUGES,COMMUNE DE BRUGES,EMS LE BOUSCAT Tasta,0,30,60,27,0,31,10,19
2011/2012,BRUGES,COMMUNE DE BRUGES,Bruges Tasta,0,0,0,0,0,0,0,0
2011/2012,CADAUJAC,CCAS DE CADAUJAC,EMS CCAS CADAUJAC,0,35,60,20,0,20,20,20
2011/2012,CAMARSAC,FRIMOUSSE DES COTEAUX,Frimousse des coteaux,0,0,0,0,0,0,0,0
2011/2012,CAMARSAC,FRIMOUSSE DES COTEAUX,EMS FRIMOUSSE DES COTEAUX,0,30,15,7,0,3,6,6
2011/2012,CAMBLANES-ET-MEYNAC,CDC PORTES ENTRE DEUX MERS,CDC Entre 2 Mers Camblanes,0,0,0,0,0,0,0,0
2011/2012,CAMBLANES-ET-MEYNAC,CDC PORTES ENTRE DEUX MERS,EMS CDC ENTRE 2 MERS Camblannes,0,31,21,3,0,5,9,7
2011/2012,CANEJAN,COMMUNE DE CANEJAN,Canéjan,0,0,0,0,0,0,0,0
2011/2012,CANEJAN,COMMUNE DE CANEJAN,EMS CANEJAN,0,32,52,20,0,0,26,26
2011/2012,CAPIAN,CDC DU VALLON D ARTOLIE,CDC Artolie Capian,0,0,0,0,0,0,0,0
2011/2012,CAPIAN,CDC DU VALLON D ARTOLIE,EMS CDC ARTOLIE CAPIAN,0,21,14,5,0,6,3,5
2011/2012,CARBON-BLANC,COMMUNE DE CARBON BLANC,EMS CARBON BLANC,0,32,120,51,0,72,39,9
2011/2012,CARBON-BLANC,COMMUNE DE CARBON BLANC,Carbon Blanc,0,0,0,0,0,0,0,0
2011/2012,CARCANS,COMMUNE DE CARCANS,Carcans,0,0,0,0,0,0,0,0
2011/2012,CARCANS,COMMUNE DE CARCANS,EMS CARCANS,0,31,52,11,0,21,20,11
2011/2012,CARIGNAN-DE-BORDEAUX,CLUB ATHLETIQUE CARIGNANAIS OMNISPORT,EMS C.A CARIGNAN,0,34,52,25,0,20,18,14
2011/2012,CARIGNAN-DE-BORDEAUX,CLUB ATHLETIQUE CARIGNANAIS OMNISPORT,C.A Carignanais,0,0,0,0,0,0,0,0
2011/2012,CARTELEGUE,COMMUNE DE CARTELEGUE,Cartelegue,0,0,0,0,0,0,0,0
2011/2012,CARTELEGUE,COMMUNE DE CARTELEGUE,EMS CARTELEGUE,0,27,15,5,0,0,7,8
2011/2012,CASTELNAU-DE-MEDOC,ASS. DEPARTEMENTALE DES FRANCAS GIRONDE,Francas Castelnau,0,0,0,0,0,0,0,0
2011/2012,CASTELNAU-DE-MEDOC,ASS. DEPARTEMENTALE DES FRANCAS GIRONDE,EMS FRANCAS Castelnau,0,29,10,2,0,2,8,0
2011/2012,CASTETS-EN-DORTHE,BARIE CASTETS BASKET CLUB,EMS BARIE/CASTETS BASKET,0,32,19,9,0,4,9,6
2011/2012,CASTETS-EN-DORTHE,BARIE CASTETS BASKET CLUB,Barie Castets Basket club,0,0,0,0,0,0,0,0
2011/2012,CASTILLON-LA-BATAILLE,AMICALE LAIQUE CASTILLONAISE,EMS AMICALE LAIQUE Castillon,0,30,88,32,0,24,34,30
2011/2012,CASTILLON-LA-BATAILLE,AMICALE LAIQUE CASTILLONAISE,Amicale Laïque,0,0,0,0,0,0,0,0
2011/2012,CAUDROT,VACANCES LOISIRS DE ST PIERRE D AURILLAC,AVL Caudrot,0,0,0,0,0,0,0,0
2011/2012,CAUDROT,VACANCES LOISIRS DE ST PIERRE D AURILLAC,EMS CAUDROT,25,14,23,8,0,7,8,6
2011/2012,CAVIGNAC,COMMUNE DE CAVIGNAC,Cavignac,0,0,0,0,0,0,0,0
2011/2012,CAVIGNAC,COMMUNE DE CAVIGNAC,EMS CAVIGNAC,0,30,21,9,0,0,0,21
2011/2012,CENON,OFFICE MINICIPAL DES SPORTS DE CENON,EMS OMS CENON,0,30,60,28,0,19,33,8
2011/2012,CENON,OFFICE MINICIPAL DES SPORTS DE CENON,OMS Cenon,0,0,0,0,0,0,0,0
2011/2012,CESTAS,SPORT ATHLETIQUE GAZINET CESTAS OMNISPORTS,EMS SAGC CESTAS,0,31,75,27,0,37,27,11
2011/2012,CESTAS,SPORT ATHLETIQUE GAZINET CESTAS OMNISPORTS,SAGC Cestas,0,0,0,0,0,0,0,0
2011/2012,CHAMADELLE,COMMUNE DE CHAMADELLE,EMS CHAMADELLE,0,32,15,10,0,0,0,15
2011/2012,CISSAC-MEDOC,CDC DU CENTRE MEDOC,EMS CDC CENTRE MEDOC Cissac,0,24,19,0,0,6,8,5
2011/2012,CIVRAC-EN-MEDOC,CDC DU COEUR MEDOC,EMS CDC COEUR MEDOC Civrac,0,25,10,5,0,0,0,10
2011/2012,CIVRAC-EN-MEDOC,CDC DU COEUR MEDOC,CDC Coeur Médoc Civrac,0,0,0,0,0,0,0,0
2011/2012,COUQUEQUES,CDC DU COEUR MEDOC,EMS CDC COEUR MEDOC Notre Dame,0,20,14,7,0,0,0,14
2011/2012,COUQUEQUES,CDC DU COEUR MEDOC,CDC Coeur Médoc Couqueques,0,0,0,0,0,0,0,0
2011/2012,CREON,ASSOCIATION LOISIRS JEUNES EN CREONNAIS,LJC La sauve,0,0,0,0,0,0,0,0
2011/2012,CREON,ASSOCIATION LOISIRS JEUNES EN CREONNAIS,EMS LJC LIGNAN,0,27,24,4,0,10,8,6
2011/2012,CREON,ASSOCIATION LOISIRS JEUNES EN CREONNAIS,EMS LJC CREON,0,28,23,7,0,10,3,10
2011/2012,CREON,ASSOCIATION LOISIRS JEUNES EN CREONNAIS,EMS LJC LA SAUVE,0,27,14,4,0,3,4,7
2011/2012,CREON,ASSOCIATION LOISIRS JEUNES EN CREONNAIS,LJC Créon,0,0,0,0,0,0,0,0
2011/2012,CREON,ASSOCIATION LOISIRS JEUNES EN CREONNAIS,LJC Lignan,0,0,0,0,0,0,0,0
2011/2012,CREON,ASSOCIATION LOISIRS JEUNES EN CREONNAIS,LJC Haux,0,0,0,0,0,0,0,0
2011/2012,CREON,ASSOCIATION LOISIRS JEUNES EN CREONNAIS,LJC Sadirac,0,0,0,0,0,0,0,0
2011/2012,CREON,ASSOCIATION LOISIRS JEUNES EN CREONNAIS,EMS LJC SADIRAC,0,27,9,7,0,2,7,0
2011/2012,CREON,ASSOCIATION LOISIRS JEUNES EN CREONNAIS,EMS LJC HAUX,0,27,10,4,0,2,6,2
2011/2012,CUBZAC-LES-PONTS,COMMUNE DE CUBZAC LES PONTS,Cubzac les Ponts,0,0,0,0,0,0,0,0
2011/2012,CUBZAC-LES-PONTS,COMMUNE DE CUBZAC LES PONTS,EMS CUBZAC LES PONTS,0,26,23,8,0,7,7,9
2011/2012,DONNEZAC,COMMUNE DE DONNEZAC,Donnezac,0,0,0,0,0,0,0,0
2011/2012,DONNEZAC,COMMUNE DE DONNEZAC,EMS DONNEZAC,0,27,18,13,0,0,6,12
2011/2012,EYNESSE,CDC DU PAYS FOYEN,CDC PAYS FOYEN Eynesse,0,29,23,11,0,9,8,6
2011/2012,EYNESSE,CDC DU PAYS FOYEN,CDC Pays Foyen Eynesse,0,0,0,0,0,0,0,0
2011/2012,EYSINES,L EYCHO CENTRE SOCIAL,EMS EYCHO CENTRE SOCIAL,0,21,131,47,0,42,59,30
2011/2012,EYSINES,L EYCHO CENTRE SOCIAL,Eycho CS Eysines,0,0,0,0,0,0,0,0
2011/2012,FLAUJAGUES,SIRP DE FLAUJAGUES MOULIETS ET VILLEMARTIN,EMS SIRP FLAUJAGUES,0,28,34,16,0,21,10,3
2011/2012,FLAUJAGUES,SIRP DE FLAUJAGUES MOULIETS ET VILLEMARTIN,SIRP Flaujagues Mouliets,0,0,0,0,0,0,0,0
2011/2012,FRONSAC,CDC DU FRONSADAIS,CDC Fronsac Fronsac,0,0,0,0,0,0,0,0
2011/2012,FRONSAC,CDC DU FRONSADAIS,CDC FRONSAC,0,31,5,12,0,0,1,11
2011/2012,GAILLAN-EN-MEDOC,CDC DU COEUR MEDOC,CDC Coeur Médoc Gaillan,0,0,0,0,0,0,0,0
2011/2012,GAILLAN-EN-MEDOC,CDC DU COEUR MEDOC,EMS CDC COEUR MEDOC Gaillan,0,25,25,14,0,0,10,15
2011/2012,GAURIAGUET,COMMUNE DE GAURIAGUET,EMS GAURIAGUET,0,32,38,14,0,4,18,16
2011/2012,GAURIAGUET,COMMUNE DE GAURIAGUET,Gauriaguet,0,0,0,0,0,0,0,0
2011/2012,GENERAC,SIRP DE GENERAC SAUGON,EMS SIRP GENERAC,0,28,18,7,0,0,10,8
2011/2012,GENERAC,SIRP DE GENERAC SAUGON,SIRP Générac Saugon,0,0,0,0,0,0,0,0
2011/2012,GRADIGNAN,ETABLISSEMENT PUBLIC POUR L'ANIMATION DES JEUNES,EMS EPAJG GRADIGNAN,0,33,17,4,0,11,6,0
2011/2012,GRADIGNAN,ETABLISSEMENT PUBLIC POUR L'ANIMATION DES JEUNES,EPAJG,0,0,0,0,0,0,0,0
2011/2012,GRAYAN-ET-L'HOPITAL,COMMUNE DE GRAYAN ET L'HOPITAL,Grayan et l'Hôpital,0,0,0,0,0,0,0,0
2011/2012,GRAYAN-ET-L'HOPITAL,COMMUNE DE GRAYAN ET L'HOPITAL,EMS GRAYAN,0,31,10,3,0,2,6,2
2011/2012,HOURTIN,UNION SPORTIVE ET CULTURELLE D'HOURTIN,U.S.C Hourtin,0,0,0,0,0,0,0,0
2011/2012,HOURTIN,UNION SPORTIVE ET CULTURELLE D'HOURTIN,EMS USC HOURTIN,0,33,57,25,0,25,26,6
2011/2012,IZON,COMMUNE D'IZON,EMS IZON,0,29,75,28,0,49,12,14
2011/2012,LA-BREDE,COMMUNE DE LA BREDE,La Brède,0,0,0,0,0,0,0,0
2011/2012,LA-BREDE,COMMUNE DE LA BREDE,LA BREDE,42,27,23,11,0,11,12,0
2011/2012,LA-LANDE-DE-FRONSAC,CDC DU FRONSADAIS,CDC Fronsac Lalande de Fronsac,0,0,0,0,0,0,0,0
2011/2012,LA-LANDE-DE-FRONSAC,CDC DU FRONSADAIS,EMS CDC FRONSAC Llalande,0,29,12,7,0,0,10,2
2011/2012,LA-REOLE,COMMUNE DE LA REOLE,LA REOLE,0,21,36,12,0,0,12,24
2011/2012,LACANAU,COMMUNE DE LACANAU,Lacanau,0,0,0,0,0,0,0,0
2011/2012,LACANAU,COMMUNE DE LACANAU,EMS LACANAU,0,31,145,65,0,80,27,38
2011/2012,LANGOIRAN,CDC DU VALLON D ARTOLIE,CDC Artolie Langoiran,0,0,0,0,0,0,0,0
2011/2012,LANGOIRAN,CDC DU VALLON D ARTOLIE,EMS CDC ARTOLIE LANGOIRAN,0,29,14,3,0,5,6,3
2011/2012,LANSAC,COMMUNE DE LANSAC,Lansac,0,0,0,0,0,0,0,0
2011/2012,LANTON,COMMUNE DE LANTON,EMS LANTON,0,30,30,8,0,12,8,10
2011/2012,LANTON,COMMUNE DE LANTON,Lanton,0,0,0,0,0,0,0,0
2011/2012,LARUSCADE,COMMUNE DE LARUSCADE,EMS LARUSCADE,0,32,35,12,0,12,12,11
2011/2012,LARUSCADE,COMMUNE DE LARUSCADE,Laruscade,0,0,0,0,0,0,0,0
2011/2012,LATRESNE,CDC PORTES ENTRE DEUX MERS,CDC Entre 2 Mers La Tresne,0,0,0,0,0,0,0,0
2011/2012,LATRESNE,CDC PORTES ENTRE DEUX MERS,EMS CDC ENTRE 2 MERS Latresne,0,26,28,14,0,8,15,5
2011/2012,LE-BOUSCAT,COMMUNE DU BOUSCAT,EMS LE BOUSCAT Centre2,0,27,44,6,0,27,11,6
2011/2012,LE-BOUSCAT,STADE BORDELAIS,EMS SBUC,0,27,17,4,0,7,10,0
2011/2012,LE-BOUSCAT,COMMUNE DU BOUSCAT,EMS LE BOUSCAT Jaures,0,27,44,23,0,12,25,7
2011/2012,LE-BOUSCAT,COMMUNE DU BOUSCAT,Le Bouscat Centre 2,0,0,0,0,0,0,0,0
2011/2012,LE-BOUSCAT,COMMUNE DU BOUSCAT,Le Bouscat Centre 1,0,0,0,0,0,0,0,0
2011/2012,LE-BOUSCAT,COMMUNE DU BOUSCAT,Le Bouscat Féline,0,0,0,0,0,0,0,0
2011/2012,LE-BOUSCAT,STADE BORDELAIS,SBUC,0,0,0,0,0,0,0,0
2011/2012,LE-BOUSCAT,COMMUNE DU BOUSCAT,EMS LE BOUSCAT Centre 1,0,27,46,20,0,26,20,0
2011/2012,LE-BOUSCAT,COMMUNE DU BOUSCAT,EMS LE BOUSCAT La Feline,0,27,60,30,0,29,25,6
2011/2012,LE-BOUSCAT,COMMUNE DU BOUSCAT,Le Bouscat Jaurès,0,0,0,0,0,0,0,0
2011/2012,LE-HAILLAN,ASSOCIATION SPORTIVE DU HAILLAN,ASH Haillan Luzure,0,0,0,0,0,0,0,0
2011/2012,LE-HAILLAN,ASSOCIATION SPORTIVE DU HAILLAN,EMS ASH Bel Air,0,30,21,5,0,13,8,0
2011/2012,LE-HAILLAN,ASSOCIATION SPORTIVE DU HAILLAN,EMS ASH Luzure,0,30,23,7,0,14,9,0
2011/2012,LE-HAILLAN,ASSOCIATION SPORTIVE DU HAILLAN,ASH Haillan EMS2 Ba,0,0,0,0,0,0,0,0
2011/2012,LE-PORGE,ASS. DEPARTEMENTALE DES FRANCAS GIRONDE,EMS FRANCAS Le Porge,0,32,10,3,0,8,0,2
2011/2012,LE-PORGE,ASS. DEPARTEMENTALE DES FRANCAS GIRONDE,Francas Le porge,0,0,0,0,0,0,0,0
2011/2012,LE-TEICH,COMMUNE DU TEICH,EMS TEICH,0,30,93,43,0,24,24,45
2011/2012,LE-TEICH,COMMUNE DU TEICH,Le Teich,0,0,0,0,0,0,0,0
2011/2012,LE-TEMPLE,ASS. DEPARTEMENTALE DES FRANCAS GIRONDE,Francas Le Temple,0,0,0,0,0,0,0,0
2011/2012,LE-TEMPLE,ASS. DEPARTEMENTALE DES FRANCAS GIRONDE,EMS FRANCAS Le Temple,0,31,31,13,0,11,10,10
2011/2012,LE-TOURNE,CDC DU VALLON D ARTOLIE,CDC Artolie ALSH,0,0,0,0,0,0,0,0
2011/2012,LE-TOURNE,CDC DU VALLON D ARTOLIE,EMS CDC ARTOLIE MERCREDI,0,33,14,5,0,6,4,4
2011/2012,LEGE-CAP-FERRET,COMMUNE DE LEGE CAP FERRET,EMS LEGE BOURG,0,28,102,36,0,25,40,37
2011/2012,LEGE-CAP-FERRET,COMMUNE DE LEGE CAP FERRET,EMS LEGE Claouey,0,28,60,43,0,14,20,26
2011/2012,LEGE-CAP-FERRET,COMMUNE DE LEGE CAP FERRET,Lège Phare,0,0,0,0,0,0,0,0
2011/2012,LEGE-CAP-FERRET,COMMUNE DE LEGE CAP FERRET,Lège Bourg,0,0,0,0,0,0,0,0
2011/2012,LEGE-CAP-FERRET,COMMUNE DE LEGE CAP FERRET,EMS LEGE Phare,0,27,34,15,0,10,11,13
2011/2012,LEGE-CAP-FERRET,COMMUNE DE LEGE CAP FERRET,Lège Claouey,0,0,0,0,0,0,0,0
2011/2012,LEOGNAN,COMMUNE DE LEOGNAN,Léognan,0,0,0,0,0,0,0,0
2011/2012,LEOGNAN,COMMUNE DE LEOGNAN,EMS LEOGNAN,0,34,48,18,0,12,16,20
2011/2012,LESPARRE-MEDOC,CDC DU COEUR MEDOC,CDC Coeur Médoc Curie,0,0,0,0,0,0,0,0
2011/2012,LESPARRE-MEDOC,CDC DU COEUR MEDOC,CDC Coeur Médoc notre Dame,0,0,0,0,0,0,0,0
2011/2012,LESPARRE-MEDOC,CDC DU COEUR MEDOC,EMS CDC COEUR MEDOC Beaugency,0,27,17,8,0,0,6,11
2011/2012,LESPARRE-MEDOC,CDC DU COEUR MEDOC,EMS CDC COEUR MEDOC Pierre et Marie Curie,0,27,19,10,0,0,1,18
2011/2012,LESPARRE-MEDOC,CDC DU COEUR MEDOC,CDC Coeur Médoc Beaugency,0,0,0,0,0,0,0,0
2011/2012,LIBOURNE,COMMUNE DE LIBOURNE,EMS LIBOURNE,0,34,113,50,0,26,49,38
2011/2012,LISTRAC-MEDOC,ASS. DEPARTEMENTALE DES FRANCAS GIRONDE,EMS FRANCAS Listrac,0,32,14,7,0,6,0,8
2011/2012,LORMONT,COMMUNE DE LORMONT,Lormont Pagnol,0,0,0,0,0,0,0,0
2011/2012,LORMONT,COMMUNE DE LORMONT,EMS LORMONT Condorcet,0,32,40,19,0,0,22,18
2011/2012,LORMONT,COMMUNE DE LORMONT,EMS LORMONT Pagnol,0,32,24,9,0,0,12,12
2011/2012,LORMONT,COMMUNE DE LORMONT,Lormont Mercredi,0,0,0,0,0,0,0,0
2011/2012,LORMONT,COMMUNE DE LORMONT,Lormont M Curie,0,0,0,0,0,0,0,0
2011/2012,LORMONT,COMMUNE DE LORMONT,EMS LORMONT Marie curie,0,32,24,11,0,0,14,10
2011/2012,LORMONT,COMMUNE DE LORMONT,EMS LORMONT E Rostand,0,31,44,19,0,0,20,24
2011/2012,LORMONT,COMMUNE DE LORMONT,Lormont Rostand,0,0,0,0,0,0,0,0
2011/2012,LORMONT,COMMUNE DE LORMONT,EMS LORMONT Mercredi,0,33,50,21,0,23,19,8
2011/2012,LORMONT,COMMUNE DE LORMONT,Lormont Rolland,0,0,0,0,0,0,0,0
2011/2012,LORMONT,COMMUNE DE LORMONT,Lormont Condorcet,0,0,0,0,0,0,0,0
2011/2012,LORMONT,COMMUNE DE LORMONT,Lormont Camus,0,0,0,0,0,0,0,0
2011/2012,LORMONT,COMMUNE DE LORMONT,EMS LORMONT Camus,0,29,48,20,0,0,10,38
2011/2012,LORMONT,COMMUNE DE LORMONT,EMS LORMONT Rolland,0,29,24,10,0,0,14,10
2011/2012,LUDON-MEDOC,COMMUNE DE LUDON MEDOC,Ludon,0,0,0,0,0,0,0,0
2011/2012,LUGON-ET-L'ILE-DU-CARNAY,CDC DU FRONSADAIS,EMS CDC FRONSAC Lugon,0,28,11,5,0,0,4,6
2011/2012,LUGON-ET-L'ILE-DU-CARNAY,CDC DU FRONSADAIS,CDC Fronsac Lugon,0,0,0,0,0,0,0,0
2011/2012,LUSSAC,SIRPC LUSSAC ST CIBARD,EMS SIRP LUSSAC,0,27,14,8,0,8,4,2
2011/2012,LUSSAC,SIRPC LUSSAC ST CIBARD,Lussac,0,0,0,0,0,0,0,0
2011/2012,MARCENAIS,COMMUNE DE MARCENAIS,EMS MARCENAIS,0,30,15,6,0,2,8,5
2011/2012,MARCENAIS,COMMUNE DE MARCENAIS,Marcenais,0,0,0,0,0,0,0,0
2011/2012,MARCHEPRIME,COMMUNE DE MARCHEPRIME,EMS MARCHEPRIME,0,21,24,9,0,13,8,3
2011/2012,MARCHEPRIME,CLUB DES ECUREUILS,Club des Ecureuils Marcheprime,0,0,0,0,0,0,0,0
2011/2012,MARCHEPRIME,CLUB DES ECUREUILS,EMS CLUB DES ECUREUILS,0,34,35,12,0,13,13,9
2011/2012,MARGUERON,CDC DU PAYS FOYEN,CDC Pays Foyen Margueron,0,0,0,0,0,0,0,0
2011/2012,MARGUERON,CDC DU PAYS FOYEN,EMS CDC PAYS FOYEN Margueron,0,27,20,12,0,6,10,4
2011/2012,MARTIGNAS-SUR-JALLE,ASS SPORTIVE OMNISPORTS DE MARTIGNAS,EMS AS MARTIGNAS JALLES,0,24,33,19,0,15,11,7
2011/2012,MARTIGNAS-SUR-JALLE,CENTRE DE LOISIRS DE LA POSTE ALEMA,ALEMA,0,0,0,0,0,0,0,0
2011/2012,MARTIGNAS-SUR-JALLE,ASS SPORTIVE OMNISPORTS DE MARTIGNAS,A.S.Martignas,0,0,0,0,0,0,0,0
2011/2012,MARTILLAC,COMMUNE DE MARTILLAC,EMS MARTILLAC,0,32,68,29,0,20,40,8
2011/2012,MERIGNAC,ARTS ET LOISIRS ARLAC,Arts et Loisirs,0,0,0,0,0,0,0,0
2011/2012,MERIGNAC,ARTS ET LOISIRS ARLAC,EMS ARTS ET LOISIRS ARLAC,0,35,29,8,0,20,6,3
2011/2012,MERIGNAC,SPORT ATHLETIQUE MERIGNACAIS,EMS SAM MERIGNAC,0,33,196,70,0,96,60,40
2011/2012,MERIGNAC,SPORT ATHLETIQUE MERIGNACAIS,SAM Handiscole sport,0,0,0,0,0,0,0,0
2011/2012,MERIGNAC,SPORT ATHLETIQUE MERIGNACAIS,SAM,0,0,0,0,0,0,0,0
2011/2012,MERIGNAC,AMICALE LAIQUE LA GLACIERE,Amicale Laïque Glacière,0,0,0,0,0,0,0,0
2011/2012,MERIGNAC,SPORT ATHLETIQUE MERIGNACAIS,EMS SAM Handiscole,0,33,8,4,0,0,0,8
2011/2012,MOMBRIER,SIRP MOMBRIER ST TROJAN SAMONAC ,SIRP Mombrier St Trojan,0,0,0,0,0,0,0,0
2011/2012,MOMBRIER,SIRP MOMBRIER ST TROJAN SAMONAC ,EMS SIRP MOMBRIER,0,28,12,4,0,0,60,40
2011/2012,MONGAUZY,COMMUNE DE MONGAUZY,Mongauzy,0,0,0,0,0,0,0,0
2011/2012,MONGAUZY,COMMUNE DE MONGAUZY,EMS MONGAUZY,0,29,24,11,0,7,12,5
2011/2012,MONTUSSAN,COMMUNE DE MONTUSSAN,EMS MONTUSSAN,0,32,82,34,0,19,27,36
2011/2012,MONTUSSAN,COMMUNE DE MONTUSSAN,Montussan,0,0,0,0,0,0,0,0
2011/2012,MORIZES,SYNDICAT INTERCOMMUNAL BACALOMO,EMS BACALOMO MORIZES,0,22,40,12,0,10,20,10
2011/2012,MOULIS-EN-MEDOC,ASS. DEPARTEMENTALE DES FRANCAS GIRONDE,EMS FRANCAS Moulis,0,30,21,6,0,5,8,8
2011/2012,MOULIS-EN-MEDOC,ASS. DEPARTEMENTALE DES FRANCAS GIRONDE,Francas Moulis,0,0,0,0,0,0,0,0
2011/2012,MOURENS,CDC DU PAYS SAUVETERROIS,EMS CDC SAUVETERRE Mauriac,0,33,14,3,0,0,8,6
2011/2012,MOURENS,CDC DU PAYS SAUVETERROIS,CDC Sauveterre Mourens,0,0,0,0,0,0,0,0
2011/2012,MOURENS,SIRP DU HAUT BENAUGE ,SIRP Haut Benauge,0,0,0,0,0,0,0,0
2011/2012,NOAILLAN,CDC DE VILLANDRAUT,EMS CDC VILLANDRAUT,0,28,35,19,0,9,4,22
2011/2012,NOAILLAN,CDC DE VILLANDRAUT,CDC Canton Villandraut,0,0,0,0,0,0,0,0
2011/2012,PAREMPUYRE,COMMUNE DE PAREMPUYRE,Parempuyre,0,0,0,0,0,0,0,0
2011/2012,PAREMPUYRE,COMMUNE DE PAREMPUYRE,EMS PAREMPUYRE,0,34,93,37,0,30,30,33
2011/2012,PAUILLAC,STADE PAUILLACAIS INDEPENDANT CLUB,SPIC Pauillac,0,0,0,0,0,0,0,0
2011/2012,PAUILLAC,CDC DU CENTRE MEDOC,EMS CDC CENTRE MEDOC St Lambert,0,22,13,4,0,3,5,5
2011/2012,PAUILLAC,CDC DU CENTRE MEDOC,CDC CENTRE MEDOC Mousset,0,30,26,12,0,9,7,10
2011/2012,PAUILLAC,CDC DU CENTRE MEDOC,CDC Centre Médoc Mousset,0,0,0,0,0,0,0,0
2011/2012,PAUILLAC,CDC DU CENTRE MEDOC,CDC Centre Médoc Hauteville,0,0,0,0,0,0,0,0
2011/2012,PAUILLAC,CDC DU CENTRE MEDOC,CDC Centre Médoc St Lambert,0,0,0,0,0,0,0,0
2011/2012,PAUILLAC,CDC DU CENTRE MEDOC,EMS CDC CENTRE MEDOC Hauteville,0,22,14,4,0,5,6,3
2011/2012,PELLEGRUE,CDC DU PAYS DE PELLEGRUE,CDC Pellegrue,0,0,0,0,0,0,0,0
2011/2012,PELLEGRUE,CDC DU PAYS DE PELLEGRUE,EMS CDC PELLEGRUE,0,35,10,1,0,4,5,1
2011/2012,PESSAC,STADE PESSACAIS UNION CLUB,EMS SPUC,0,33,26,10,0,16,8,2
2011/2012,PESSAC,ASS SPORTIVE CULTURELLE PESSAC ALOUETTE,EMS ASCPA PESSAC,0,34,36,17,0,12,16,8
2011/2012,PESSAC,OFFICE MUNICIPAL DU SPORT PESSAC,OMS Pessac,0,0,0,0,0,0,0,0
2011/2012,PESSAC,STADE PESSACAIS UNION CLUB,SPUC Pessac,0,0,0,0,0,0,0,0
2011/2012,PESSAC,ASS SPORTIVE CULTURELLE PESSAC ALOUETTE,ASCPA Omnisports,0,0,0,0,0,0,0,0
2011/2012,PINEUILH,CDC DU PAYS FOYEN,EMS CDC PAYS FOYEN Pineuilh,0,29,19,8,0,4,10,5
2011/2012,PINEUILH,CDC DU PAYS FOYEN,CDC Pays Foyen Pineuilh,0,0,0,0,0,0,0,0
2011/2012,PLASSAC,COMMUNE DE PLASSAC,EMS PLASSAC,0,29,16,9,0,0,6,10
2011/2012,PRIGNAC-ET-MARCAMPS,COMMUNE DE PRIGNAC ET MARCAMPS,Prignac et Marcamps,0,0,0,0,0,0,0,0
2011/2012,PRIGNAC-ET-MARCAMPS,COMMUNE DE PRIGNAC ET MARCAMPS,EMS PRIGNAC ET MARCAMPS,0,29,29,13,0,0,13,16
2011/2012,PUGNAC,COMMUNE DE PUGNAC,EMS PUGNAC,0,32,32,12,0,10,13,9
2011/2012,PUGNAC,COMMUNE DE PUGNAC,Pugnac,0,0,0,0,0,0,0,0
2011/2012,PUISSEGUIN-MONBADON,COMMUNE DE PUISSEGUIN,EMS PUISSEGUIN,0,29,24,11,0,8,8,8
2011/2012,PUISSEGUIN-MONBADON,COMMUNE DE PUISSEGUIN,Puisseguin,0,0,0,0,0,0,0,0
2011/2012,QUEYRAC,TENNIS CLUB DE QUEYRAC,EMS T.C QUEYRAC,0,31,37,20,0,7,15,15
2011/2012,QUEYRAC,TENNIS CLUB DE QUEYRAC,T.C Queyrac,0,0,0,0,0,0,0,0
2011/2012,QUINSAC,CDC PORTES ENTRE DEUX MERS,CDC Entre 2 Mers Quinsac,0,0,0,0,0,0,0,0
2011/2012,QUINSAC,CDC PORTES ENTRE DEUX MERS,EMS CDC ENTRE 2 MERS Quinsac,0,31,25,6,0,5,17,3
2011/2012,QUINSAC,GIRONDESPORTS,Girondesports,0,0,0,0,0,0,0,0
2011/2012,QUINSAC,GIRONDESPORTS,EMS GIRONDE SPORT,0,31,14,6,0,7,3,4
2011/2012,RAUZAN,SIRP JUGAZAN RAUZAN BELLFOND,EMS SIRP RAUZAN,0,27,25,11,0,7,9,9
2011/2012,RAUZAN,SIRP JUGAZAN RAUZAN BELLFOND,SIRP Rauzan Bellefond,0,0,0,0,0,0,0,0
2011/2012,RIONS,CDC DU VALLON D ARTOLIE,CDC Artolie Rions,0,0,0,0,0,0,0,0
2011/2012,RIONS,CDC DU VALLON D ARTOLIE,EMS CDC ARTOLIE RIONS,0,21,14,5,0,4,5,5
2011/2012,ROMAGNE,COMMUNE DE ROMAGNE,Romagne,0,0,0,0,0,0,0,0
2011/2012,ROMAGNE,COMMUNE DE ROMAGNE,EMS ROMAGNE Ecole Elementaire,0,33,0,20,0,10,16,10
2011/2012,ROMAGNE,COMMUNE DE ROMAGNE,EMS ROMAGNE Mercredi,0,32,24,14,0,11,7,6
2011/2012,SAILLANS,CDC DU FRONSADAIS,EMS CDC FRONSAC Saillans,0,28,12,5,0,2,5,5
