COMMUNE_INSEE,COMMUNE_LIBMIN,COMMUNE_LIBSNA,COMMUNE_LIBDOC,ARR_V3CAR,ARR_V1CAR,ARR_LIBMIN,CANTON_V4CAR,CANTON_V2CAR,CANTON_LIBMIN,MAIRIE_ADR_L1,MAIRIE_ADR_L2,MAIRIE_ADR_L3,MAIRIE_ADR_L4NUM,MAIRIE_ADR_L4B,MAIRIE_ADR_L4VOIE,MAIRIE_ADR_L4_COMPLET,MAIRIE_ADR_L5,MAIRIE_ADR_L6CP,MAIRIE_ADR_L6COMMUNE,MAIRE_MR_MME,MAIRE_NOM,MAIRE_PRENOM,MAIRIE_TEL,MAIRIE_FAX,MAIRIE_MAIL,MAIRIE_SITE
33335,Le Pout,LE POUT                               ,,332,2,,3323,23,Créon,,,,,,,1 PLACE DE LA MAIRIE,,33670,LE POUT,Monsieur,COURBERES,Marcel,0556230275,0556233996,commune.lepout@wanadoo.fr,
33336,Préchac,PRECHAC                               ,,333,3,,3350,50,Villandraut,,,,,,,RUE JEANNE ET EMMANUEL LASSERRE,,33730,PRECHAC,Madame,BAROT,Sandra,0556652017,0556652687,mairie prechac33@prechac33.fr,
33337,Preignac,PREIGNAC                              ,,333,3,,3336,36,Podensac,,,,,,,1 PLACE DE LA MAIRIE,,33210,PREIGNAC,Monsieur,MANCEAU,Jean-Pierre,0556632739,0556638028,mairie@preignac.fr,
33338,Prignac-en-Médoc,PRIGNAC EN MEDOC                      ,,334,4,,3329,29,Lesparre-Médoc,,,,,,,1 RUE LIBERTE,,33340,PRIGNAC EN MEDOC,Monsieur,MAZANO,Pierre,0556411478,0556411478,mairie.de.prignac@wanadoo.fr,
33339,Prignac-et-Marcamps,PRIGNAC ET MARCAMPS                   ,,331,1,,3315,15,Bourg,,,,,,,85 AVENUE DES COTES DE BOURG,,33710,PRIGNAC ET MARCAMPS,Monsieur,JEAN-JEAN,Max,0557684444,0557683840,prignac marcamps@wanadoo.fr,
33341,Pugnac,PUGNAC                                ,,331,1,,3315,15,Bourg,,,,,,,HOTEL DE VILLE,46 LE BOURG,33710,PUGNAC,Monsieur,ROUX,Jean,0557688031,0557689272,mpugnac@wanadoo.fr,www.pugnac.a3w.fr
33342,Puisseguin,PUISSEGUIN                            ,,335,5,,3331,31,Lussac,,,,,,,HOTEL DE VILLE,,33570,PUISSEGUIN,Monsieur,BOURLON,Henri,0557552220,0557745731,mairie.puisseguin@wanadoo.fr,
33343,Pujols-sur-Ciron,PUJOLS SUR CIRON                      ,,333,3,,3336,36,Podensac,,,,,,,PLACE DU 14 JUILLET,,33350,PUJOLS SUR DORDOGNE,Monsieur,CLAVIER,Dominique,0557405019,0557407019,pujols.mairie33@orange.fr,
33344,Pujols,PUJOLS                                ,,335,5,,3337,37,Pujols,,,,,,,16 LE BOURG,,33210,PUJOLS SUR CIRON,Madame,SALLETTE,Marie-Emilie,0556766514,0556766099,secretariat@pujols sur ciron.fr,www.pujols sur ciron.fr
33345,Le Puy,LE PUY                                ,,333,3,,3332,32,Monségur,,,,,,,HOTEL DE VILLE,,33580,LE PUY,Monsieur,FELLET,Eric,0556616095,0556616095,mairie.lepuy@free.fr,
33346,Puybarban,PUYBARBAN                             ,,333,3,,3303,03,Auros,,,,,,,HOTEL DE VILLE,,33190,PUYBARBAN,Monsieur,CONSTANTIN,Jean-Claude,0556611094,0556611094,mairie.puybarban@wanadoo.fr,
33347,Puynormand,PUYNORMAND                            ,,335,5,,3331,31,Lussac,,,,,,,HOTEL DE VILLE,,33660,PUYNORMAND,Monsieur,LAFARGE,Guy,0557497906,0557497415,mairie.de.puynormand@wanadoo.fr,
33348,Queyrac,QUEYRAC                               ,,334,4,,3329,29,Lesparre-Médoc,,,,,,,PLACE DU 11 NOVEMBRE,,33340,QUEYRAC,Monsieur,SEBIE,Urbain,0556598050,0556598664,mairie.de.queyrac@wanadoo.fr,
33349,Quinsac,QUINSAC                               ,,332,2,,3323,23,Créon,,,,,,,HOTEL DE VILLE,,33360,QUINSAC,Monsieur,FAYE,Lionel,0557979500,0556208576,mairiedequinsac@wanadoo.fr,
33350,Rauzan,RAUZAN                                ,,335,5,,3337,37,Pujols,,,,,,,6 RUE DE L'HOPITAL,,33420,RAUZAN,Monsieur,CESAR,Gérard,0557841304,0557840071,mairie.rauzan@wanadoo.fr,www.rauzan village.com
33351,Reignac,REIGNAC                               ,,331,1,,3340,40,Saint-Ciers-sur-Gironde,,,,,,,1 RUE DE LA REPUBLIQUE,,33860,REIGNAC,Monsieur,GANDRE,Allain,0557324022,0557324991,mairie.de.reignac.33@wanadoo.fr,
33352,La Réole,LA REOLE                              ,,333,3,,3338,38,Réole (La),,,,,,,1 ESPLANADE CHARLES DE GAULLE,BP 115,33192,LA REOLE CEDEX,Monsieur,CASTAGNET,Bernard,0556611011,0556712157,mairie@lareole.fr,
33353,Rimons,RIMONS                                ,,333,3,,3332,32,Monségur,,,,,,,HOTEL DE VILLE,,33580,RIMONS,Monsieur,BOUDIGUE,René,0556715296,0556614974,mairie.de.rimons@wanadoo.fr,
33354,Riocaud,RIOCAUD                               ,,335,5,,3341,41,Sainte-Foy-la-Grande,,,,,,,HOTEL DE VILLE,LE BOURG,33220,RIOCAUD,Madame,DESROZIER,Marie-Hélène,0557412066,0557412066,riocaud.mairie@wanadoo.fr,
33355,Rions,RIONS                                 ,,333,3,,3317,17,Cadillac,,,,,,,1 PLACE JULES DE GERES,,33410,RIONS,Monsieur,DESPUJOLS,Jean,0556626053,0556629073,mairiederions@wanadoo.fr,
33356,La Rivière,LA RIVIERE                            ,,335,5,,3324,24,Fronsac,,,,,,,HOTEL DE VILLE,9 LE BOURG,33126,LA RIVIERE,Monsieur,BEYLY,Dominique,0557249828,0557249195,mairie de la riviere@wanadoo.fr,
33357,Roaillan,ROAILLAN                              ,,333,3,,3328,28,Langon,,,,,,,HOTEL DE VILLE,,33210,ROAILLAN,Monsieur,TAUZIN,Jean-François,0556761446,0556761795,mairie.roaillan@wanadoo.fr,
33358,Romagne,ROMAGNE                               ,,333,3,,3348,48,Targon,,,,,,,HOTEL DE VILLE,,33760,ROMAGNE,Monsieur,DE BIASIO,Pierre,0556239465,0556239798,mairie de romagne@wanadoo.fr,
33359,Roquebrune,ROQUEBRUNE                            ,,333,3,,3332,32,Monségur,,,,,,,HOTEL DE VILLE,,33580,ROQUEBRUNE,Monsieur,NOUVEL,Jean,0556616764,0556616764,roquebrune33@wanadoo.fr,www.communederoquebrune.fr
33001,Abzac,ABZAC                                 ,,335,5,,3322,22,Coutras,,,,,,,22 RUE DU DR TEXIER,BP 1,33230,ABZAC,Monsieur,D'ANGLADE,Jean-Louis,0557490738,0557694509,mairieabzac2@wanadoo.fr,
33002,Aillas,AILLAS                                ,,333,3,,3303,03,Auros,,,,,,,HOTEL DE VILLE,12 AILLAS LE GRAND,33124,AILLAS,Monsieur,BEZOS,Serge,0556653172,0556653333,aillas2@wanadoo.fr,
33003,Ambarès-et-Lagrave,AMBARES ET LAGRAVE                    ,,332,2,,3319,19,Carbon-Blanc,,,,,,,18 PLACE DE LA VICTOIRE,,33440,AMBARES ET LAGRAVE,Monsieur,HERITIE,Michel,0556773477,0556773478,mairie@ville ambaresetlagrave.fr,www.ville ambaresetlagrave.fr
33004,Ambès,AMBES                                 ,,332,2,,3360,60,Lormont,,,,,,,HOTEL DE VILLE,PLACE DU XI NOVEMBRE,33810,AMBES,Monsieur,PIERRE,Maurice,0556771135,0556770392,contact@mairie ambes.fr,www.mairie ambes.fr
33005,Andernos-les-Bains,ANDERNOS LES BAINS                    ,,336,6,,3302,02,Audenge,,,,,,,HOTEL DE VILLE,10 RUE DE LA MAIRIE - BP 30,33510,ANDERNOS LES BAINS,Monsieur,PERUSAT,Philippe,0556821004,0556820607,sgeneral@andernos les bains.com,www.andernoslesbains.fr
33006,Anglade,ANGLADE                               ,,331,1,,3340,40,Saint-Ciers-sur-Gironde,,,,,,,1 PLACE DES PLATANES,,33390,ANGLADE,Monsieur,GRENIER,Bernard,0557644202,0557644090,mairie.anglade@wanadoo.fr,
33007,Arbanats,ARBANATS                              ,,333,3,,3336,36,Podensac,,,,,,,HOTEL DE VILLE,1 PLACE CARAYON LATOUR,33640,ARBANATS,Monsieur,DUBOURG,Daniel,0556675540,0556670939,mairie.arbanats@wanadoo.fr,www.arbanats.fr
33008,Arbis,ARBIS                                 ,,333,3,,3348,48,Targon,,,,,,,HOTEL DE VILLE,,33760,ARBIS,Madame,DELADERRIERE,Carole,0556236230,0556236230,mairie.arbis@orange.fr,
33009,Arcachon,ARCACHON                              ,,336,6,,3301,01,Arcachon,,,,,,,1 PLACE LUCIEN DE GRACIA,BP 133,33120,ARCACHON,Monsieur,FOULON,Yves,0557529898,0557529800,mairie@ville arcachon.fr,www.ville arcachon.fr
33010,Arcins,ARCINS                                ,,334,4,,3320,20,Castelnau-de-Médoc,,,,,,,HOTEL DE VILLE,4 ROUTE DE PAUILLAC,33460,ARCINS EN MEDOC,Monsieur,GANELON,Claude,0556589390,0557885102,mairie.arcins@wanadoo.fr,
33011,Arès,ARES                                  ,,336,6,,3302,02,Audenge,,,,,,,HOTEL DE VILLE,7 RUE PIERRE PAUILHAC,33740,ARES,Monsieur,PERRIERE,Jean-Guy,0556039303,0556602630,mairie.ares@wanadoo.fr,www.ville ares.fr
33012,Arsac,ARSAC                                 ,,334,4,,3320,20,Castelnau-de-Médoc,,,,,,,HOTEL DE VILLE,14 AVENUE DE LIGONDRAS,33460,ARSAC,Monsieur,DUBO,Gérard,0556588223,0556588022,mairie@arsac.fr,www,arsac,fr
33013,Artigues-près-Bordeaux,ARTIGUES PRES BORDEAUX                ,,332,2,,3355,55,Cenon,,,,,,,HOTEL DE VILLE,AVENUE DESCLAUX - BP 9,33370,ARTIGUES PRES BORDEAUX,Monsieur,BERGOUGNOUX,Jean-Claude,0556385050,0556385068,mairie@artigues pres bordeaux.fr,http://www.mairie artigues bordeaux.fr/
33014,Les Artigues-de-Lussac,LES ARTIGUES DE LUSSAC                ,,335,5,,3331,31,Lussac,,,,,,,1 PLACE DE LA MAIRIE,,33570,LES ARTIGUES DE LUSSAC,Monsieur,QUET,Jean-Pierre,0557243233,0557243090,lesartiguesdelussac@free.fr,
33015,Arveyres,ARVEYRES                              ,,335,5,,3330,30,Libourne,,,,,,,HOTEL DE VILLE,8 RUE DE L'EGLISE,33500,ARVEYRES,Monsieur,GHEYSENS,Benoît,0557248014,0557248064,mairiearveyres@wanadoo.fr,www.arveyres.com
33016,Asques,ASQUES                                ,,335,5,,3324,24,Fronsac,,,,,,,95 RUE DES ECOLES,,33240,ASQUES,Monsieur,MORA,Jean,0557581572,0557581826,asquesmairie@orange.fr,
33017,Aubiac,AUBIAC                                ,,333,3,,3304,04,Bazas,,,,,,,HOTEL DE VILLE,,33430,AUBIAC,Monsieur,SAINT-MARC,Daniel,0556252929,0556259280,mairie.aubiac@orange.fr,http://cc bazadais.fr/z/carteinteractive.php
33018,Aubie-et-Espessas,AUBIE ET ESPESSAS                     ,,331,1,,3339,39,Saint-André-de-Cubzac,,,,,,,HOTEL DE VILLE,18 RUE D'AUBIE,33240,AUBIE ET ESPESSAS,Monsieur,GUINAUDIE,Sylvain,0557431012,0557436121,mairie.aubie@wanadoo.fr,
33019,Audenge,AUDENGE                               ,,336,6,,3302,02,Audenge,,,,,,,HOTEL DE VILLE,ALLEE ERNEST DE BOISSIERE,33980,AUDENGE,Madame,LE YONDRE,Nathalie,0556038150,0556038153,courrier@mairie audenge.fr,www.mairie audenge.fr
33020,Auriolles,AURIOLLES                             ,,333,3,,3334,34,Pellegrue,,,,,,,HOTEL DE VILLE,,33790,AURIOLLES,Madame,BLANCHARD,Danielle,0556613358,0556613358,auriolles.mairie@wanadoo.fr,
33021,Auros,AUROS                                 ,,333,3,,3303,03,Auros,,,,,,,HOTEL DE VILLE,PLACE DE LA MAIRIE,33124,AUROS,Monsieur,SAVIGNEUX,Stéphane,0556654009,0556654459,auros@wanadoo.fr,
33022,Avensan,AVENSAN                               ,,334,4,,3320,20,Castelnau-de-Médoc,,,,,,,HOTEL DE VILLE,3 PLACE SAINT PIERRE,33480,AVENSAN,Monsieur,TRAVERS,Michel,0556581707,0557886188,mairie.avensan@mairie avensan.fr,www.mairie avensan.fr
33023,Ayguemorte-les-Graves,AYGUEMORTE LES GRAVES                 ,,332,2,,3327,27,Brède (La),,,,,,,HOTEL DE VILLE,20 AVENUE DU GENERAL DE GAULLE,33640,AYGUEMORTE LES GRAVES,Monsieur,SOURROUILLE,Jean-Paul,0556671015,0556670405,mairie ayguemortelesgraves@wanadoo.fr,www.ayguemortelesgraves.fr
33024,Bagas,BAGAS                                 ,,333,3,,3338,38,Réole (La),,,,,,,HOTEL DE VILLE,43 ROUTE DROPT,33190,BAGAS,Monsieur,ISSARD,Serge,0556714046,0556714046,de bagas.mairie@wanadoo.fr,
33025,Baigneaux,BAIGNEAUX                             ,,333,3,,3348,48,Targon,,,,,,,HOTEL DE VILLE,,33760,BAIGNEAUX,Monsieur,LARRIBAUD,Jean-Pierre,0556239750,0556239750,communede.baigneaux@wanadoo.fr,
33026,Balizac,BALIZAC                               ,,333,3,,3345,45,Saint-Symphorien,,,,,,,1 LE BOURG,,33730,BALIZAC,Monsieur,LACOME,Michel,0556253667,0556253784,mairie.balizac@wanadoo.fr,
33027,Barie,BARIE                                 ,,333,3,,3303,03,Auros,,,,,,,HOTEL DE VILLE,,33190,BARIE,Monsieur,PAGOT,Bernard,0556610794,0556712617,mairiebarie@wanadoo.fr,
33028,Baron,BARON                                 ,,335,5,,3316,16,Branne,,,,,,,HOTEL DE VILLE,,33750,BARON,Monsieur,LE BLOND-du-PLOUY,E.,0557242632,0557241705,mairie baron@wanadoo.fr,
33029,Le Barp,LE BARP                               ,,336,6,,3305,05,Belin-Béliet,,,,,,,37 AVENUE DES PYRENEES,,33114,LE BARP,Madame,DORNON,Christiane,0557719090,0557719099,mairie le barp@wanadoo.fr,www.ville le barp.fr
33030,Barsac,BARSAC                                ,,333,3,,3336,36,Podensac,,,,,,,HOTEL DE VILLE,23 PLACE PAUL DOUMER,33720,BARSAC,Monsieur,MEYNARD,Philippe,0556274300,0556274301,mairie@barsac.fr,www.barsac.fr
33031,Bassanne,BASSANNE                              ,,333,3,,3303,03,Auros,,,,,,,HOTEL DE VILLE,,33190,BASSANNE,Monsieur,LOUBET,Gérard,0556710636,0556710636,mairie.de.bassanne@wanadoo.fr,
33032,Bassens,BASSENS                               ,,332,2,,3360,60,Lormont,,,,,,,HOTEL DE VILLE,42 AVENUE JEAN JAURES - BP 52,33530,BASSENS,Monsieur,TURON,Jean-Pierre,0557808157,0557808158,contact@ville bassens.fr,
33033,Baurech,BAURECH                               ,,332,2,,3323,23,Créon,,,,,,,HOTEL DE VILLE,,33880,BAURECH,Monsieur,MERLAUT,Jean,0556213154,0556213878,mairie.baurech@orange.fr,www.baurech.fr
33034,Bayas,BAYAS                                 ,,335,5,,3326,26,Guîtres,,,,,,,HOTEL DE VILLE,9 AVENUE DE L'EUROPE,33230,BAYAS,Monsieur,FROMENTIER,Jany,0557691972,0557691972,mairiedebayas@wanadoo.fr,
33035,Bayon-sur-Gironde,BAYON SUR GIRONDE                     ,,331,1,,3315,15,Bourg,,,,,,,20 LE BOURG,,33710,BAYON,Madame,PIODA,Christiane,0557648411,0557648262,mairie@bayon sur gironde.fr,
33036,Bazas,BAZAS                                 ,,333,3,,3304,04,Bazas,,,,,,,HOTEL DE VILLE,PLACE DE LA CATHEDRALE,33430,BAZAS,Monsieur,BOSSET,Bernard,0556650665,0556650666,mairie@ville bazas.fr,www.ville bazas.fr
33037,Beautiran,BEAUTIRAN                             ,,332,2,,3327,27,Brède (La),,,,,,,HOTEL DE VILLE,12 PLACE DE VERDUN,33640,BEAUTIRAN,Monsieur,MAYEUX,Yves,0556670615,0556672633,contact@mairie beautiran.fr,www.mairie beautiran.fr
33038,Bégadan,BEGADAN                               ,,334,4,,3329,29,Lesparre-Médoc,,,,,,,HOTEL DE VILLE,3 RUE DU 8 MAI,33340,BEGADAN,Monsieur,DURIEUX,Jacques,0556415015,0556415698,mairie.begadan@wanadoo.fr,
33039,Bègles,BEGLES                                ,,332,2,,3352,52,Bègles,,,,,,,BP 153,,33321,BEGLES CEDEX,Monsieur,MAMERE,Noël,0556498888,0556493285,contact@mairie begles.fr,www.mairie begles.fr
33040,Béguey,BEGUEY                                ,,333,3,,3317,17,Cadillac,,,,,,,HOTEL DE VILLE,31 CHEMIN DE LA FABRIQUE,33410,BEGUEY,Monsieur,RUPERT,Jean,0556629536,0556769406,mairie.beguey@wanadoo.fr,
33042,Belin-Béliet,BELIN BELIET                          ,,336,6,,3305,05,Belin-Béliet,,,,,,,HOTEL DE VILLE,29 AVENUE ALIENOR,33830,BELIN BELIET,Madame,LEMONNIER,Marie-Christine,0556880006,0556880125,mairie@belin beliet.fr,
33043,Bellebat,BELLEBAT                              ,,333,3,,3348,48,Targon,,,,,,,HOTEL DE VILLE,,33760,BELLEBAT,Monsieur,LEVEAU,Alain,0556239633,0556239633,communedebellebat@orange.fr,
33044,Bellefond,BELLEFOND                             ,,333,3,,3348,48,Targon,,,,,,,HOTEL DE VILLE,,33760,BELLEFOND,Monsieur,ALONSO,Marcel,0556239479,0556239479,communedebellefond@orange.fr,
33045,Belvès-de-Castillon,BELVES DE CASTILLON                   ,,335,5,,3321,21,Castillon-la-Bataille,,,,,,,HOTEL DE VILLE,,33350,BELVES DE CASTILLON,Monsieur,FENELON,Daniel,0557479600,0557479097,mairiebelvesdecastillon@wanadoo.fr,
33046,Bernos-Beaulac,BERNOS BEAULAC                        ,,333,3,,3304,04,Bazas,,,,,,,HOTEL DE VILLE,LE BOURG OUEST,33430,BERNOS BEAULAC,Monsieur,COURBE,Philippe,0556254142,0556254644,mairie.bernos.beaulac@wanadoo.fr,www.bernos beaulac.mairie.com
33047,Berson,BERSON                                ,,331,1,,3307,07,Blaye,,,,,,,HOTEL DE VILLE,11 AVENUE DE LA LIBERATION,33390,BERSON,Monsieur,ROTURIER,Jacky,0557643504,0557642436,mairie de berson@wanadoo.fr,www.berson.fr
33048,Berthez,BERTHEZ                               ,,333,3,,3303,03,Auros,,,,,,,HOTEL DE VILLE,,33124,BERTHEZ,Monsieur,DOUENCE,Bernard,0556654327,0556654327,mairie.de.berthez@wanadoo.fr,
33049,Beychac-et-Caillau,BEYCHAC ET CAILLAU                    ,,332,2,,3355,55,Cenon,,,,,,,HOTEL DE VILLE,,33750,BEYCHAC ET CAILLEAU,Monsieur,GARRIGUE,Philippe,0556729635,0556728989,mairie.beychac.cailleau@wanadoo.fr,http://www.mairie beychac cailleau.fr
33050,Bieujac,BIEUJAC                               ,,333,3,,3328,28,Langon,,,,,,,HOTEL DE VILLE,5 VIGNEAU,33210,BIEUJAC,Monsieur,DUMENIL,Jean-Claude,0556628253,0556627655,mairiebieujac@wanadoo.fr,www.bieujac.fr
33051,Biganos,BIGANOS                               ,,336,6,,3302,02,Audenge,,,,,,,BP 32,52 AVENUE DE LA LIBERATION,33380,BIGANOS,Monsieur,LAFON,Bruno,0556039450,0556039469,ctorres@villedebiganos.fr,www.villedebiganos.fr
33052,Les Billaux,LES BILLAUX                           ,,335,5,,3330,30,Libourne,,,,,,,HOTEL DE VILLE,1 RUE DU 19 MARS 1962,33500,LES BILLAUX,Monsieur,MILLAIRE,Michel,0557511176,0557514679,mairie.lesbillaux@wanadoo.fr,www.lesbillaux.fr.fr
33053,Birac,BIRAC                                 ,,333,3,,3304,04,Bazas,,,,,,,HOTEL DE VILLE,,33430,BIRAC,Monsieur,LAUJAC,José,0556259411,0556259411,pas d'email,
33054,Blaignac,BLAIGNAC                              ,,333,3,,3338,38,Réole (La),,,,,,,HOTEL DE VILLE,LE BOURG,33190,BLAIGNAC,Monsieur,JAUTARD,Gilles,0556611883,0556611883,mairiedeblaignac@orange.fr,
33055,Blaignan,BLAIGNAN                              ,,334,4,,3329,29,Lesparre-Médoc,,,,,,,HOTEL DE VILLE,6 RUE DE VERDUN,33340,BLAIGNAN,Monsieur,BENILLAN,Christian,0556090482,0556090334,mairie.blaignan@wanadoo.fr,
33056,Blanquefort,BLANQUEFORT                           ,,332,2,,3306,06,Blanquefort,,,,,,,12 RUE DUPATY,BP 20117,33294,BLANQUEFORT CEDEX,Madame,FERREIRA,Véronique,0556955095,0556955085,webmaster@ville blanquefort.fr,www.blanquefort.fr
33057,Blasimon,BLASIMON                              ,,333,3,,3347,47,Sauveterre-de-Guyenne,,,,,,,HOTEL DE VILLE,15 PLACE DE LA REPUBLIQUE,33540,BLASIMON,Monsieur,BARBE,Daniel,0556715212,0556717856,33blasimon@wanadoo.fr,
33058,Blaye,BLAYE                                 ,,331,1,,3307,07,Blaye,,,,,,,HOTEL DE VILLE,7 COURS VAUBAN - BP 125,33390,BLAYE,Monsieur,BALDES,Denis,0557426868,0557426869,mairie@blaye.fr,www.blaye.fr
33059,Blésignac,BLESIGNAC                             ,,332,2,,3323,23,Créon,,,,,,,HOTEL DE VILLE,2 ROUTE DE TARGON,33670,BLESIGNAC,Monsieur,THILLET,Jean-François,0556234787,0556234067,mairie.blesignac@wanadoo.fr,
33060,Bommes,BOMMES                                ,,333,3,,3328,28,Langon,,,,,,,HOTEL DE VILLE,,33210,BOMMES,Monsieur,LAURANS,Bernard,0556766068,0556762125,bommes@laposte.net,
33061,Bonnetan,BONNETAN                              ,,332,2,,3323,23,Créon,,,,,,,HOTEL DE VILLE,,33370,BONNETAN,Monsieur,BARGUE,Alain,0556212592,0556783941,mairie.bonnetan@wanadoo.fr,
33062,Bonzac,BONZAC                                ,,335,5,,3326,26,Guîtres,,,,,,,HOTEL DE VILLE,6 LE MOULIN,33910,BONZAC,Monsieur,BIAIS,Jean-Louis,0557842206,0557842064,mairie bonzac@wanadoo.fr,
33063,Bordeaux,BORDEAUX                              ,,332,2,,3399,99,Bordeaux,,,,,,,HOTEL DE VILLE,PLACE PEY BERLAND,33077,BORDEAUX CEDEX,Monsieur,JUPPE,Alain,0556102030,0556102135,la.maire@mairie bordeaux.fr,www.bordeaux.fr
33064,Bossugan,BOSSUGAN                              ,,335,5,,3337,37,Pujols,,,,,,,LIEU DIT ROBERT,,33350,BOSSUGAN,Madame,DARD,Pascale,0557405009,0557405009,mairiedebossugan@wanadoo.fr,
33065,Bouliac,BOULIAC                               ,,332,2,,3358,58,Floirac,,,,,,,20 PLACE CAMILLE HOSTEINS,BP 17,33270,BOULIAC,Monsieur,FAVROUL,Jean-Pierre,0557971818,0557971828,elus@ville bouliac.fr,www.ville bouliac.fr
33066,Bourdelles,BOURDELLES                            ,,333,3,,3338,38,Réole (La),,,,,,,HOTEL DE VILLE,30 LE BOURG,33190,BOURDELLES,Monsieur,BOUIN,Christian,0556617018,0556617487,mairiebourdelles@orange.fr,
33067,Bourg,BOURG                                 ,,331,1,,3315,15,Bourg,,,,,,,HOTEL DE VILLE,PLACE DU DISTRICT,33710,BOURG SUR GIRONDE,Monsieur,LEVRAUD,Denis,0557684004,0557683984,commune de bourg@wanadoo.fr,http://www.bourg gironde.net
33068,Bourideys,BOURIDEYS                             ,,333,3,,3350,50,Villandraut,,,,,,,HOTEL DE VILLE,,33113,BOURIDEYS,Madame,LABOUILLE,Marianne,0556257157,05562570694,mairie.bourideys@orange.fr,
33069,Le Bouscat,LE BOUSCAT                            ,,332,2,,3354,54,Bouscat (Le),,,,,,,BP 45,PLACE GAMBETTA,33491,LE BOUSCAT CEDEX,Monsieur,BOBET,Patrick,0557222666,0557222672,ecommunication@mairie le bouscat.fr,www.mairie le bouscat.fr
33070,Brach,BRACH                                 ,,334,4,,3320,20,Castelnau-de-Médoc,,,,,,,HOTEL DE VILLE,1 PLACE DE L'EGLISE,33480,BRACH,Monsieur,PHOENIX,Didier,0556582366,0556581297,mairie.brach@wanadoo.fr,
33071,Branne,BRANNE                                ,,335,5,,3316,16,Branne,,,,,,,HOTEL DE VILLE,,33420,BRANNE,Monsieur,MORIN,Serge,0557845233,0557749082,mairie de branne@wanadoo.fr,www.mairie branne.fr
33072,Brannens,BRANNENS                              ,,333,3,,3303,03,Auros,,,,,,,HOTEL DE VILLE,,33124,BRANNENS,Monsieur,COURREGES,Claude,0556654058,0556252735,mairie.brannens@wanadoo.fr,
33073,Braud-et-Saint-Louis,BRAUD ET ST LOUIS                     ,,331,1,,3340,40,Saint-Ciers-sur-Gironde,,,,,,,1 PLACE DE LA LIBERATION,,33820,BRAUD ET SAINT LOUIS,Monsieur,RIGAL,Jean-Michel,0557426100,0557426092,sg@mairie braud.com,www.mairie braud.com
33074,Brouqueyran,BROUQUEYRAN                           ,,333,3,,3303,03,Auros,,,,,,,HOTEL DE VILLE,,33124,BROUQUEYRAN,Monsieur,SAUMON,Jean-Louis,0556654753,0556654753,mairie.brouqueyran@wanadoo.fr,
33075,Bruges,BRUGES                                ,,332,2,,3354,54,Bouscat (Le),,,,,,,HOTEL DE VILLE PLACE DE LA MAIRIE,87 AVENUE CHARLES DE GAULLE,33520,BRUGES,Madame,TERRAZA,Brigittte,0556168080,0556168099,info@mairie bruges.fr,
33076,Budos,BUDOS                                 ,,333,3,,3336,36,Podensac,,,,,,,HOTEL DE VILLE,5 RUE DU CHÂTEAU,33720,BUDOS,Monsieur,ZAUSA,Elie,0556625159,0556624331,mairie.budos@wanadoo.fr,
33077,Cabanac-et-Villagrains,CABANAC ET VILLAGRAINS                ,,332,2,,3327,27,Brède (La),,,,,,,HOTEL DE VILLE,1 PLACE DU GENERAL DOYEN,33650,CABANAC ET VILLAGRAINS,Madame,LIEBAUT JANY,Céline,0556687213,0556687183,mairie@cabanac villagrains.fr,
33078,Cabara,CABARA                                ,,335,5,,3316,16,Branne,,,,,,,HOTEL DE VILLE,RUE DE LA MAIRIE,33420,CABARA,Monsieur,BLANC,Thierry,0557845257,0557749983,mairie.cabara@wanadoo.fr,
33079,Cadarsac,CADARSAC                              ,,335,5,,3330,30,Libourne,,,,,,,25 BIS AVENUE BERGERES,,33750,CADARSAC,Monsieur,REIS-FILIPE,Armand,0557248139,0557248139,mairie cadarsac@wanadoo.fr,
33080,Cadaujac,CADAUJAC                              ,,332,2,,3327,27,Brède (La),,,,,,,HOTEL DE VILLE - BP 29,3 PLACE DE L'EGLISE,33140,CADAUJAC CEDEX,Monsieur,GAZEAU,Francis,0557838200,0557838201,mairie@mairie cadaujac.fr,www.mairie cadaujac.fr
33081,Cadillac,CADILLAC                              ,,333,3,,3317,17,Cadillac,,,,,,,BP 40,24 PLACE DE LA REPUBLIQUE,33410,CADILLAC,Monsieur,De GABORY,Hervé,0557980210,0557980211,mairiedecadillac@wanadoo.fr,
33082,Cadillac-en-Fronsadais,CADILLAC EN FRONSADAIS                ,,335,5,,3324,24,Fronsac,,,,,,,HOTEL DE VILLE,7 RUE DE LA MAIRIE,33240,CADILLAC EN FRONSADAIS,Monsieur,MEFIANT,Claude,0557581267,0557581365,cadimairie@wanadoo.fr,
33083,Camarsac,CAMARSAC                              ,,332,2,,3323,23,Créon,,,,,,,HOTEL DE VILLE,,33750,CAMARSAC,Monsieur,CROS,Bernard,0556301017,0556301324,mairie.camarsac@wanadoo.fr,
33084,Cambes,CAMBES                                ,,332,2,,3323,23,Créon,,,,,,,HOTEL DE VILLE,9 ROUTE SAINT CAPRAIS,33880,CAMBES,Monsieur,CUARTERO,Bernard,0556218576,0556787533,mairie.de.cambes@wanadoo.fr,
