Sapi_Type,EPN/PAPI,Code,Pays,CDC,Population 1999,Code Insee Commune,Commune,Nom de la structure,Adresse accueil public,CP,CEDEX,Tel,adresse administrative,Fonction du responsable de la structure,Mél principal (adresse diffusable au près du public),Site Web,Fonction du Contact N°1,Grade N°1,Mél du contact N°1 (non diffusé),Tps travail hebdo N°1 (en heures),% tps consacré à accès internet N°1,Age N°1,Contrat N°1,Niveau formation N°1,Domaine formation N°1,Form. Qualif. N°1,Nom Contact N°2,Fonction Contact N°2,Grade N°2,Mél contact N°2,Tps hebdo N°2,% tps internet N°2,Age N°2,Contrat N°2,Niveau formation N°2,Domaine formation N°2,Form. Qualif. N°2, ,Nom Contact N°3,Fonction Contact N°3,Grade N°3,Mél contact N°3,Tps hebdo N°3,% tps internet N°3,Age N°3,Contrat N°3,Niveau formation N°3,Domaine formation N°3,Form. Qualif. N°3,,Horaires détaillés d'ouverture de l'accès internet,internet réservé inscrits ou adhérents,Coût de l'adhésion ou inscription annuelle,Accès libre à Internet Gratuit ou payant ?,Tarif horaire internet,HypNbH,Nbre heures ouverture hebdo,ouvert Soir,ouvert WE,HypCapa,HypNbPC,Nbre PC,Nbre postes Internet,implantation postes,Nbre professionnels Internet,Effectif total,Nbre bénévoles,Année ouverture SAPI,Nombre d'années SAPI, ,Nbre inscrits SAPI,Nbre visites/an,Nbre visiteurs/jour,Enfants (moins de 11 ans),Juniors (12-17 ans),Adultes (18-60 ans),Seniors (+ de 60 ans), ,Accès Libre,Initiation internet,Conseils équipement,e-administration,création artistique,Messagerie,Chat,Téléchargement,pages web,Animations,OPAC,Sélection sites, ,Emploi,Scolaires,Séniors,Assos,handicap,Touristes,Entreprises,,Type structure portage,Typologie DLL-ADBDP,"Si bibliothèque, le Prêt est informatisé",Labels,Affiliation à des réseaux associatifs régionaux ou nationaux,"Divers : Autres activités, projets ...",Nom personne répondant,Mél. Personne répondant, ,Médiacité 2004,BDP 2007,DUI 2007,ARPEL 2008,AECOM 2007,Cyber-base,ECM,Point Cyb,Net Public,,,,,,,,,,,,,,,,,,,
Bibliothèque,EPN,13A,99-Hors pays,Communauté Urbaine de Bordeaux,,13,Artigues-près-Bordeaux,Mediathèque Gabriela Mistral,Allée Bétailhe,33370,,05 56 33 86 90,,Directrice,gabrielamistral@mediatheque-artigues.com,www.mediatheque-artigues.com,Animateur Multimédia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10 à 20 € par foyer,Gratuit,,21,21,,,147,7,7,6 à 10,espace multimédia,1,5,1,,2 à 5 ans,,4000,,moins de 10,,Oui,Oui,,,Oui,Oui,,Oui,,Oui,Oui,,,Oui,Oui,Oui,,Oui,,Oui,,,,,,Municipale,B1,Oui,,,,,,,,BDP 2007,,ARPEL 2008,,,,,,,,,,,,,,,,,,,,,,,,
Jeunesse,PAPI,13B,99-Hors pays,Communauté Urbaine de Bordeaux,,13,Artigues-près-Bordeaux,PIJ – Espace jeunes ,Parc du Château Betailhe,33370,,05 57 80 24 11,,,pij.artigues@wanadoo.fr,www.mairie-artigues-bordeaux.fr,Animateur,,,,,,,,,,Aurélien BROUSMICHE ,Animateur,,,,,,,,,,,,,,,,,,,,,,,Lundi/mardi/jeudi/vendredi : 17h-19h Mercredi/samedi : 14h-18h,,,Gratuit,,16,16,,Ouvert WE,16,1,,1 ou 2,,,2,,,,,,,,,Oui,,,,Oui,,,,,Oui,Oui,Oui,,,,,,Oui,Oui,,,,,,,Municipale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,32A,99-Hors pays,Communauté Urbaine de Bordeaux,,32,Bassens,Médiathèque municipale François Mitterrand,Rue du 8 mai 1945,33530,,05 57 80 81 78,,Directrice Médiathèque & Responsable Culture,mediatheque@ville-bassens.fr,www.ville-bassens.fr,,Agent du patrimoine,,35,"50,00%",38,FPT,Bac,Littéraire,"Animation, multimédia",Frédéric Rachou,Agent du patrimoine,,,35,"50,00%",45,FPT Agent du patrimoine,DUT,Littéraire,"Animation, multimédia",,,,,,,,,,,,,,MARDI : 15H-18H MERCREDI : 10H-12H/14H-18H JEUDI : 17H-18H VENDREDI : 10H-12H/15H-18H SAMEDI : 09H30-12H/13H30-16H30 ,0,"3,10 € à 28 €",Gratuit,,20,20,,Ouvert WE,40,2,2,1 ou 2,espace multimédia,2,6,,1997,5 ans et +,,100,1030,moins de 10,,Oui,Oui,,,Oui,Oui,Oui,Oui,,Oui,Oui,Oui,,,Oui,Oui,,Oui,Oui,Oui,Oui,,,,,Municipale,B1,Oui,,,,Maryse Doumax,Maryse.doumax@ville-bassens.fr,,,BDP 2007,,ARPEL 2008,,,,,,,,,,,,,,,,,,,,,,,,
Jeunesse,PAPI,39B,99-Hors pays,Communauté Urbaine de Bordeaux,,39,Bègles,BIJ,21 rue Calixte Camelle,33130,,05 56 49 06 34,,,bij@mairie-begles.fr,ijb.olympe-network.com,Animateur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lunndi au vendredi : 16h30-19h sauf mercredi 14h-19h,,,Gratuit,,15,15,,,30,2,2,1 ou 2,,,,,,,,,,,,Oui,Oui,,,Oui,Oui,,Oui,,Oui,,,,,,,,Oui,Oui,,,,,,,Municipale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,39A,99-Hors pays,Communauté Urbaine de Bordeaux,,39,Bègles,Bibliothèque municipale,58 avenue du Maréchal de Lattre de Tassigny,33130,,05 56 49 54 81,,Conservateur Territorial,bibliotheque@mairie-begles.fr,,Assistant de conservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gratuit,,24,24,,Ouvert WE,96,4,4,3 à 5,espace multimédia,1,,,2000,5 ans et +,,5923,,10 à 50,,,Oui,,,Oui,Oui,,,,Oui,Oui,,,,,Oui,,Oui,Oui,Oui,,,,,,Municipale,,,,,,,,,Médias-Cité 2004,,DUI 2007,ARPEL 2008,AECOM 2007,,,,,,,,,,,,,,,,,,,,,,,
EducPop,PAPI,39D,99-Hors pays,Communauté Urbaine de Bordeaux,,39,Bègles,Point Accueil jeunes des Lacs,Maison des Lacs 12 Rue de Bray ,33130,,05.56.85.63.20 ,,, jeunesse.lacs@mairie-begles.fr,ijb.olympe-network.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"mercredi/Samedi : 14h-18h vendredi : 20h-23h (Vacances Scolaires, lundi au vendredi : 14h-18h mercredi : 20h-23h)",,,Gratuit,,11,11,Ouvert soir,Ouvert WE,11,1,,1 ou 2,,,,,,,,,,,,Oui,Oui,,,Oui,,,,,,,,,,,,,,Oui,,,,,,,Municipale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EducPop,PAPI,39C,99-Hors pays,Communauté Urbaine de Bordeaux,,39,Bègles,Point Accueil jeunes des Terres Neuves,Résidence Yves Farge rue du Théatre de Verdure Apt 91 Bat B3 ,33130,,05.56.85.60.20 ,,, jeunesse.terresneuves@mairie-begles.fr,ijb.olympe-network.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"lundi/mardi/jeudi/vendredi : 16h30-18h30 mercredi : 14h-18h samedi : 14-16h (Vacances Scolaires, lundi au vendredi : 15h-18h)",,,Gratuit,,14,14,,Ouvert WE,14,1,,1 ou 2,,,,,,,,,,,,Oui,Oui,,,Oui,,,,,,,,,,,,,,Oui,,,,,,,Municipale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Culture,PAPI,56C,99-Hors pays,Communauté Urbaine de Bordeaux,,56,Blanquefort,Centre culturel Les Colonnes,4 rue du Docteur Castera,33294,Cedex,05 56 95 49 00,,,,www.lescolonnes-blanquefort.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gratuit,,15,,,,15,1,1,1 ou 2,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Oui,Oui,,,,,,,Associative,,,,,,,,,,,,,AECOM 2007,,,,,,,,,,,,,,,,,,,,,,,
Jeunesse,EPN,56B,99-Hors pays,Communauté Urbaine de Bordeaux,,56,Blanquefort,ABC – BIJ,8 Rue Raymond Valet,33294,Cedex,05 57 93 12 93,,,a.b.c@wanadoo.fr,,,,djeydi4@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mardi au vendredi : 9h-12h/13h30-19h Samedi 10h-12H,,,Gratuit,,36,36,,,180,5,5,3 à 5,,,,,,5 ans et +,,,,,,,,,,,,,,,,,,,,,,,Oui,Oui,,,,,,,Associative,,,Point Cyb,UDMJC,,,,,Médias-Cité 2004,,DUI 2007,,AECOM 2007,,,Point Cyb,Net Public,,,,,,,,,,,,,,,,,,,
Bibliothèque,EPN,56A,99-Hors pays,Communauté Urbaine de Bordeaux,,56,Blanquefort,Médiathèque Assia Djebar,4 rue du Docteur Castera,33294,Cedex,05 56 57 48 40,,Directrice,mediatheque-blanquefort@wanadoo.fr,http://mediatheque.ville-blanquefort.fr,Assistante qualifiée de conservation / Animateur multimédia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mardi, jeudi Vendredi : 16h-19h Mercredi : 10h30-12h / 14h-18h Samedi : 10h-16h",,,Gratuit,,23,23,,Ouvert WE,276,12,12,+ de 10,espace multimédia,1,13,,,5 ans et +,,2800,,10 à 50,,Oui,Oui,,,Oui,Oui,,,,Oui,,Oui,Oui,Oui,Oui,Oui,,Oui,Oui,Oui,Oui,,Oui,,,Municipale,,,ECM,,,,,,Médias-Cité 2004,,DUI 2007,ARPEL 2008,AECOM 2007,,ECM,,Net Public,,,,,,,,,,,,,,,,,,,
Services publics,PAPI,56G,99-Hors pays,Communauté Urbaine de Bordeaux,,56,Blanquefort,Maison des services publics,1 Avenue de Tanïs,33294,Cedex,05 56 57 48 48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gratuit,,15,,,,15,1,1,1 ou 2,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Oui,,,,,,,,Municipale,,,,,,,,,,,,,AECOM 2007,,,,,,,,,,,,,,,,,,,,,,,
Services publics,PAPI,56D,99-Hors pays,Communauté Urbaine de Bordeaux,,56,Blanquefort,Hotel de ville,BP 117,33294,Cedex,05 56 95 50 95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gratuit,,15,,,,15,1,1,1 ou 2,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Oui,,,,,,,,Municipale,,,,,,,,,,,,,AECOM 2007,,,,,,,,,,,,,,,,,,,,,,,
EducPop,PAPI,56E,99-Hors pays,Communauté Urbaine de Bordeaux,,56,Blanquefort,ESB Entente sportive,10 rue Jean Moulin,33294,Cedex,05 56 95 36 01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gratuit,,15,,,,15,1,1,1 ou 2,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Oui,Oui,Oui,Oui,,,,,Associative,,,,,,,,,,,,,AECOM 2007,,,,,,,,,,,,,,,,,,,,,,,
Culture,EPN,63K,99-Hors pays,Communauté Urbaine de Bordeaux,,63,Bordeaux,Rock School Barbey,18 cours Barbey,33000,,05 56 33 66 00,,,ecm@rockschool-barbey.com,,,,contact@rockschool-barbey.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accès libre Mardi au Vendredi : 18h-21h Samedi : 14h-20h,adhésion,"2,00 €",Gratuit,,18,18,Ouvert soir,Ouvert WE,144,8,8,6 à 10,,2,,,,5 ans et +,,,,,,,Oui,,,Oui,Oui,,,Oui,,,,,,,,,Oui,Oui,Oui,,,,,,Associative,,,ECM,,,,,,Médias-Cité 2004,,DUI 2007,,AECOM 2007,,ECM,,Net Public,,,,,,,,,,,,,,,,,,,
Bibliothèque,EPN,63A,99-Hors pays,Communauté Urbaine de Bordeaux,,63,Bordeaux,Bibliothèque Mériadeck,85 Cours du Maréchal Juin,33075,CEDEX,05.56.10.30.00,,Directrice,,www.bordeaux.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mardi, jeudi et vendredi : 13h-19h Mercredi et samedi : 10h-19h",,,Gratuit,,36,36,,Ouvert WE,2160,60,60,+ de 10,Les 2,,204,,,2 à 5 ans,,37445,,plus de 100,,,Oui,,,Oui,Oui,,,,Oui,,,,Oui,Oui,Oui,,,,,,Oui,,,,Municipale,,,Cyberbase,,,,,,,,DUI 2007,ARPEL 2008,,Cyber-base,,,Net Public,,,,,,,,,,,,,,,,,,,
Emploi-Formation,PAPI,63O,99-Hors pays,Communauté Urbaine de Bordeaux,,63,Bordeaux,Mission locale Bordeaux Avenir Jeunes,14 Cours Pasteur,33000,,05 56 79 97 20,,,mlbrdx@wanadoo.fr,,responsable informatique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Associative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EducPop,PAPI,63T,99-Hors pays,Communauté Urbaine de Bordeaux,,63,Bordeaux,Maison de quartier Jeunes Saint Augustin,9 Allée des Peupliers,33000,,05 56 98 45 05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Associative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EducPop,PAPI,63Q,99-Hors pays,Communauté Urbaine de Bordeaux,,63,Bordeaux,Centre social du Grand parc,44 Place de l'Europe,33300,,05 56 50 38 22,,,csgrandparc.direction@wanadoo.fr ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,60,4,4,3 à 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Associative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,63N,99-Hors pays,Communauté Urbaine de Bordeaux,,63,Bordeaux,Bibliothèque de la Bastide,18-22 Rue Alexander Fleming,33100,,05 56 86 15 28,,,,www.bordeaux.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mardi au jeudi :10h-12h30 / 14h30-18h  Vendredi : 14h30-18h Samedi : 10h-17h,,,Gratuit,,28,28,,,56,2,2,1 ou 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Municipale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EducPop,EPN,63H,99-Hors pays,Communauté Urbaine de Bordeaux,,63,Bordeaux,UNADEV Cyberbraille,12 rue de Cursol,33000,,05 56 33 85 85,,,b.fagour@unadev.com,,,,p.day@unadev.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lundi : 9h-12h / 14h-17h Mardi, jeudi : 14h-17h Vendredi 9h-12h",,,Gratuit,,15,15,,,150,10,10,6 à 10,,2,,3,,,,,,,,,Oui,,,Oui,Oui,,,,,,,,,,,,Oui,,,,Oui,,,,Associative,,,,,,,,,,,DUI 2007,,AECOM 2007,,,,,,,,,,,,,,,,,,,,,,,
Jeunesse,EPN,63B,99-Hors pays,Communauté Urbaine de Bordeaux,,63,Bordeaux,CIJA - Centre Information Jeunesse Aquitaine,125 Cours Alsace Lorraine,33000,,05 56 56 00 41,,,cija@cija.net,www.info-jeune.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gratuit,,15,,,,120,8,8,6 à 10,,1,,,,5 ans et +,,,,,,,,,,,,,,,,,,,,,,,Oui,Oui,,,,,,,Associative,,,Point Cyb,,,,,,Médias-Cité 2004,,DUI 2007,,AECOM 2007,,,Point Cyb,Net Public,,,,,,,,,,,,,,,,,,,
EducPop,PAPI,63P,99-Hors pays,Communauté Urbaine de Bordeaux,,63,Bordeaux,Centre d'Animation Monséjour,Rue François Coppée,33200,,05 56 97 58 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,60,4,4,3 à 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Municipale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EducPop,EPN,63L,99-Hors pays,Communauté Urbaine de Bordeaux,,63,Bordeaux,Atelier du Pôle – Brach Rive gauche,33 rue de Brach,33000,,05 56 79 73 44,,,polesenior@mairie-bordeaux.fr ,www.bordeaux.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lundi au vendredi : 9h-12h / 14h-17h,,,,,15,,,,75,5,,,,,,,,,,,,,,,,Oui,,,Oui,,,,,,,,,,,,,,Oui,,,,,,Municipale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EducPop,EPN,63J,99-Hors pays,Communauté Urbaine de Bordeaux,,63,Bordeaux,FJT Jacques Ellul,Rue Jean Descas,33000,,05 56 48 70 30,,,fpt-ellul.anim@wanadoo.fr,pagesperso-orange.fr/fpt-ellul/,Animatrice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,90,6,6,6 à 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Associative,,,,UNHAJ (FJT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EducPop,EPN,63C,99-Hors pays,Communauté Urbaine de Bordeaux,,63,Bordeaux,Centre Social et Culturel Saint Pierre,4 Rue du Mulet,33000,,05 56 48 16 39,,,castpierre@cebtres-animation.asso.fr,www.ecm-bordeaux.com,,,marc.langlois@ecm-bordeaux.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adhésion,50 € par an,Gratuit,,24,24,Ouvert soir,Ouvert WE,240,10,10,6 à 10,,1,,,,5 ans et +,,,200,,,,,,,Oui,Oui,Oui,,Oui,,,,,,,,,Oui,,Oui,Oui,Oui,,,,Associative,,,ECM,,,,,,Médias-Cité 2004,,DUI 2007,,AECOM 2007,,ECM,,Net Public,,,,,,,,,,,,,,,,,,,
EducPop,PAPI,63R,99-Hors pays,Communauté Urbaine de Bordeaux,,63,Bordeaux,Centre Social et Culturel Bordeaux Sud,3 Rue du Professeur Princeteau,33800,,05 56 85 76 96,,,csc.bordeauxsud@centres-animation.asso.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Associative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EducPop,EPN,63F,99-Hors pays,Communauté Urbaine de Bordeaux,,63,Bordeaux,MJC cl2v,392 Cours Pasteur,33200,,05 56 97 40 00,,,mjc.cl2v@wanadoo.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mardi, jeudi, Vendredi : 16h30-18h30 Mercredi, samedi : 14h-17h30 (périodes scolaires)",adhésion,"10,00 €",Gratuit,,13,13,,Ouvert WE,91,7,7,6 à 10,,1,4,7,,,,,150,,Oui,Oui,Oui,,,Oui,Oui,,,Oui,,,,,,,,,Oui,Oui,Oui,Oui,Oui,,,,Associative,,,,"UDMJC, fédé centres sociaux",,,,,,,DUI 2007,,AECOM 2007,,,,,,,,,,,,,,,,,,,,,,,
Informatique,EPN,63I,99-Hors pays,Communauté Urbaine de Bordeaux,,63,Bordeaux,Atelier informatique municipal,17 rue Causserouge,33000,,05 57 59 09 90,,responsable,atelier.informatique@mairie-bordeaux.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lundi au vendredi : 9h-18h,adhésion,80 à 100 €,Payant,,45,45,,,675,15,15,+ de 10,,4,7,0,,5 ans et +,,700,,,,,Oui,,,Oui,Oui,Oui,Oui,Oui,,,,,,,,,Oui,,Oui,Oui,Oui,,,,Municipale,,,,,,,,,Médias-Cité 2004,,DUI 2007,,AECOM 2007,,,,,,,,,,,,,,,,,,,,,,,
EducPop,EPN,63D,99-Hors pays,Communauté Urbaine de Bordeaux,,63,Bordeaux,Centre social Bordeaux Nord,58 rue Joséphine,33300,,05 56 39 46 72,,,contact@csbn.org ,,,,epn@csbn.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payant,,15,,,,120,8,8,6 à 10,,1,,,,5 ans et +,,,150,,,,,,,Oui,Oui,,Oui,,,,,,,,,,Oui,Oui,Oui,,,,,,Associative,,,,,,,,,Médias-Cité 2004,,DUI 2007,,AECOM 2007,,,,,,,,,,,,,,,,,,,,,,,
EducPop,EPN,63M,99-Hors pays,Communauté Urbaine de Bordeaux,,63,Bordeaux,Atelier du Pôle – Giono Rive droite,13 Allée Jean Giono,33100,,05 56 86 89 41,,,polesenior@mairie-bordeaux.fr ,www.bordeaux.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lundi au vendredi : 9h-12h / 14h-17h,,,,,15,,,,75,5,,,,,,,,,,,,,,,,Oui,,,Oui,,,,,,,,,,,,,,Oui,,,,,,Municipale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EducPop,EPN,63E,99-Hors pays,Communauté Urbaine de Bordeaux,,63,Bordeaux,Amicale Laïque Dupaty,81 Rue Bourbon,33300,,05 56 39 14 48,,,alsecr@cegetel.net,,,,amicale.laique.dupaty@wanadoo.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payant,,15,,,,120,8,8,6 à 10,,1,,,,5 ans et +,,,,,,,,,,Oui,Oui,Oui,Oui,Oui,,,,,,,,,Oui,Oui,Oui,Oui,Oui,,,,Associative,,,Net Public,,,,,,Médias-Cité 2004,,DUI 2007,,AECOM 2007,,,,Net Public,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,65A,99-Hors pays,Communauté Urbaine de Bordeaux,,65,Bouliac,Bibliothèque municipale,Parc de Vialle,33270,,05.56.20.94.04,,directeur général des services,bibliothequemairiebouliac@wanadoo.fr,http://www.ville-bouliac.fr/detendre/bibliotheque.htm,Agent administratif détaché à la bibliothèque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payant,1 à 2€,35,35,,,70,2,2,1 ou 2,Les 2,,1,,2001,5 ans et +,,349,,moins de 10,,,Oui,,,,,,,,,Oui,Oui,,,,,,,,,,,,,,Municipale,B3,Oui,,,,,,,,BDP 2007,,ARPEL 2008,,,,,,,,,,,,,,,,,,,,,,,,
Services publics,PAPI,75C,99-Hors pays,Communauté Urbaine de Bordeaux,,75,Bruges,Mairie annexe,21 Avenue Jean Jaurès,33520,,05 56 16 64 90,,,floquiet@mairie-bruges.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gratuit,,15,,,,60,4,4,3 à 5,,1,,,,,,,,,,,,,,Oui,Oui,,Oui,,,,,,,,,,Oui,Oui,Oui,,,,,,Municipale,,,,,,,,,,,,,AECOM 2007,,,,,,,,,,,,,,,,,,,,,,,
EducPop,PAPI,75B,99-Hors pays,Communauté Urbaine de Bordeaux,,75,Bruges,MJC,rue Jules Ladoumegue,33520,,05 56 28 24 32,,,mjcbruges@wanadoo.fr,www.mjcbruges.com ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gratuit,,15,,,,15,1,1,1 ou 2,,1,,,,5 ans et +,,,150,,,,,,,Oui,Oui,Oui,,,,,,,,,,,Oui,Oui,Oui,,Oui,,,,Associative,,,,UDMJC,,,,,Médias-Cité 2004,,DUI 2007,,AECOM 2007,,,,,,,,,,,,,,,,,,,,,,,
Jeunesse,PAPI,75A,99-Hors pays,Communauté Urbaine de Bordeaux,,75,Bruges,BIJ,10 avenue des Martyrs de la Résistance,33520,,05 56 16 17 96,,Coordinateur jeunesse,e-bij@mairie-bruges.fr,http://www.mairie-bruges.fr,,,e-bij@mairie-bruges.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lundi au vendredi : 8h30-17h (vendredi 16h),,,Gratuit,,40,40,,,40,1,1,1 ou 2,,1,,,,5 ans et +,,,,,,,,,,Oui,,,,,,,,,,,,,Oui,Oui,Oui,Oui,,,,,Municipale,,,,,,,,,Médias-Cité 2004,,DUI 2007,,AECOM 2007,,,,,,,,,,,,,,,,,,,,,,,
Jeunesse,PAPI,96B,99-Hors pays,Communauté Urbaine de Bordeaux,,96,Carbon-Blanc,Maison pour tous – BIJ,Ave André Vignau Anglade,33560,,05 57 77 68 87,,,bij@carbon-blanc.fr,http://www.carbon-blanc.fr/fr/mairie/emploi-et-economie/soutien-economique/bureau-information-jeunesse/index.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lundi/jeudi : 13h30-17h30 Mardi/mercredi/vendredi : 10h-12h/13h30-17h30 (mercredi et vendredi jusqu'à 19h),,,Gratuit,,29,29,,,58,2,2,1 ou 2,,,,,,2 à 5 ans,,,,,,,,,,Oui,,,,,,,,,,,,,Oui,Oui,Oui,,,,,,Municipale,,,,,,,,,,,,,AECOM 2007,,,,,,,,,,,,,,,,,,,,,,,
Bibliothèque,EPN,96A,99-Hors pays,Communauté Urbaine de Bordeaux,,96,Carbon-Blanc,Bibliothèque municipale,"17, avenue Vignau-Anglade",33560,,05 57 77 68 86,,,mediatheque@carbon-blanc.fr,http://www.carbon-blanc.fr/fr/mairie/culture-sports-et-loisirs/culture/mediatheque/index.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Gratuit,,18,18,,,108,6,6,6 à 10,,1,5,0,,,,,,,,,,,,Oui,,,,,,,,,,,,,,Oui,,,,,,,Municipale,,,,,,,,,Médias-Cité 2004,,DUI 2007,,AECOM 2007,,,,,,,,,,,,,,,,,,,,,,,
EducPop,EPN,119B,99-Hors pays,Communauté Urbaine de Bordeaux,,119,Cenon,Maison des associations,11 rue 8 Mai 1945,33150,,05 56 67 80 66,,,francois.vergnon@ville-cenon.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gratuit,,15,,,Ouvert WE,180,12,12,+ de 10,,3,,1,,,,,,,,,,,,Oui,Oui,Oui,Oui,Oui,,,,,,,,,Oui,Oui,Oui,Oui,Oui,,,,Municipale,,,Cyberbase,,,,,,,,DUI 2007,,AECOM 2007,Cyber-base,,,Net Public,,,,,,,,,,,,,,,,,,,
Bibliothèque,PAPI,119A,99-Hors pays,Communauté Urbaine de Bordeaux,,119,Cenon,Mediathèque Jacques Rivière,1 Av. du Président Vincent Auriol BP 85,33150,,05 57 77 31 77,,Bibliothécaire,mediatheque.jriviere@ville-cenon.fr,www.ville-cenon.fr,,Bibliothécaire,genevieve.dubois@ville-cenon.fr,27,"0,05",56,FPT,Bac+3,Littéraire,"DE Educ. Spé, Littérature jeunesse, ",Isabelle MIRAMBET,,Assistant qualifié,Isabelle.mirambet@ville-cenon.fr,35,"0,15",44,FPT,Bac+4,Littéraire,Info Doc,,,,,,,,,,,,,,Mardi: 15h-18h Mercredi : 10h-12h/14h-18h Vendredi : 15h-18h30 Samedi : 10h-17h,0,"8,90 €  à 18,20 €",Gratuit,,19,19,,Ouvert WE,38,2,2,1 ou 2,espace multimédia,,8,,2002,5 ans et +,,1495,,Moins de 10,,Oui,,Oui,,Oui,Oui,,Oui,,Oui,,Oui,,,Oui,Oui,,Oui,Oui,Oui,Oui,Oui,,,,Municipale,,,,,,,,,,,DUI 2007,,AECOM 2007,,,,,,,,,,,,,,,,,,,,,,,
